 Date__(UT)__HR:MN     RA             DEC    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-Jul-26 12:00     192.26241   2.79579    8.779   6.821  2.85417001989935  21.2379084   67.4352 /T   20.8347    0.000000   0.8638764   122.41798   35.471255         n.a.     n.a.
 2023-Jul-26 12:03     192.26302   2.79541    8.779   6.821  2.85419557426229  21.2377372   67.4339 /T   20.8345    0.000000   0.8638864   122.41763   35.470483         n.a.     n.a.
 2023-Jul-26 12:06     192.26363   2.79502    8.779   6.821  2.85422112841925  21.2375661   67.4326 /T   20.8343    0.000000   0.8638963   122.41729   35.469710         n.a.     n.a.
 2023-Jul-26 12:09     192.26424   2.79464    8.779   6.821  2.85424668237022  21.2373949   67.4314 /T   20.8341    0.000000   0.8639062   122.41694   35.468938         n.a.     n.a.
 2023-Jul-26 12:12     192.26484   2.79425    8.779   6.821  2.85427223611515  21.2372236   67.4301 /T   20.8339    0.000000   0.8639162   122.41659   35.468166         n.a.     n.a.
 2023-Jul-26 12:15     192.26545   2.79386    8.779   6.821  2.85429778965408  21.2370524   67.4288 /T   20.8337    0.000000   0.8639261   122.41625   35.467393         n.a.     n.a.
 2023-Jul-26 12:18     192.26606   2.79348    8.779   6.821  2.85432334298697  21.2368812   67.4276 /T   20.8334    0.000000   0.8639361   122.41590   35.466621         n.a.     n.a.
 2023-Jul-26 12:21     192.26667   2.79309    8.779   6.821  2.85434889611383  21.2367100   67.4263 /T   20.8332    0.000000   0.8639460   122.41556   35.465849         n.a.     n.a.
 2023-Jul-26 12:24     192.26728   2.79271    8.779   6.821  2.85437444903462  21.2365387   67.4250 /T   20.8330    0.000000   0.8639559   122.41521   35.465076         n.a.     n.a.
 2023-Jul-26 12:27     192.26789   2.79232    8.779   6.821  2.85440000174937  21.2363675   67.4238 /T   20.8328    0.000000   0.8639659   122.41486   35.464304         n.a.     n.a.
 2023-Jul-26 12:30     192.26849   2.79193    8.779   6.821  2.85442555425803  21.2361962   67.4225 /T   20.8326    0.000000   0.8639758   122.41452   35.463532         n.a.     n.a.
 2023-Jul-26 12:33     192.26910   2.79155    8.779   6.821  2.85445110656063  21.2360249   67.4212 /T   20.8324    0.000000   0.8639858   122.41417   35.462759         n.a.     n.a.
 2023-Jul-26 12:36     192.26971   2.79116    8.779   6.821  2.85447665865712  21.2358537   67.4200 /T   20.8321    0.000000   0.8639957   122.41383   35.461987         n.a.     n.a.
 2023-Jul-26 12:39     192.27032   2.79077    8.779   6.821  2.85450221054753  21.2356824   67.4187 /T   20.8319    0.000000   0.8640056   122.41348   35.461215         n.a.     n.a.
 2023-Jul-26 12:42     192.27093   2.79039    8.779   6.821  2.85452776223180  21.2355111   67.4174 /T   20.8317    0.000000   0.8640156   122.41313   35.460443         n.a.     n.a.
 2023-Jul-26 12:45     192.27154   2.79000    8.779   6.821  2.85455331370998  21.2353398   67.4162 /T   20.8315    0.000000   0.8640255   122.41279   35.459670         n.a.     n.a.
 2023-Jul-26 12:48     192.27214   2.78962    8.779   6.821  2.85457886498200  21.2351685   67.4149 /T   20.8313    0.000000   0.8640354   122.41244   35.458898         n.a.     n.a.
 2023-Jul-26 12:51     192.27275   2.78923    8.779   6.821  2.85460441604790  21.2349971   67.4136 /T   20.8311    0.000000   0.8640454   122.41210   35.458126         n.a.     n.a.
 2023-Jul-26 12:54     192.27336   2.78884    8.779   6.821  2.85462996690765  21.2348258   67.4124 /T   20.8308    0.000000   0.8640553   122.41175   35.457354         n.a.     n.a.
 2023-Jul-26 12:57     192.27397   2.78846    8.779   6.821  2.85465551756122  21.2346545   67.4111 /T   20.8306    0.000000   0.8640652   122.41140   35.456582         n.a.     n.a.
 2023-Jul-26 13:00     192.27458   2.78807    8.779   6.821  2.85468106800864  21.2344831   67.4098 /T   20.8304    0.000000   0.8640752   122.41106   35.455809         n.a.     n.a.
 2023-Jul-26 13:03     192.27519   2.78768    8.779   6.821  2.85470661824986  21.2343118   67.4086 /T   20.8302    0.000000   0.8640851   122.41071   35.455037         n.a.     n.a.
 2023-Jul-26 13:06     192.27579   2.78730    8.779   6.821  2.85473216828491  21.2341404   67.4073 /T   20.8300    0.000000   0.8640951   122.41037   35.454265         n.a.     n.a.
 2023-Jul-26 13:09     192.27640   2.78691    8.779   6.821  2.85475771811373  21.2339691   67.4060 /T   20.8298    0.000000   0.8641050   122.41002   35.453493         n.a.     n.a.
 2023-Jul-26 13:12     192.27701   2.78653    8.779   6.821  2.85478326773636  21.2337977   67.4048 /T   20.8295    0.000000   0.8641149   122.40967   35.452721         n.a.     n.a.
 2023-Jul-26 13:15     192.27762   2.78614    8.779   6.821  2.85480881715276  21.2336263   67.4035 /T   20.8293    0.000000   0.8641248   122.40933   35.451949         n.a.     n.a.
 2023-Jul-26 13:18     192.27823   2.78575    8.779   6.821  2.85483436636293  21.2334549   67.4022 /T   20.8291    0.000000   0.8641348   122.40898   35.451177         n.a.     n.a.
 2023-Jul-26 13:21     192.27884   2.78537    8.779   6.821  2.85485991536685  21.2332835   67.4010 /T   20.8289    0.000000   0.8641447   122.40864   35.450405         n.a.     n.a.
 2023-Jul-26 13:24     192.27944   2.78498    8.779   6.821  2.85488546416454  21.2331121   67.3997 /T   20.8287    0.000000   0.8641546   122.40829   35.449633         n.a.     n.a.
 2023-Jul-26 13:27     192.28005   2.78460    8.779   6.821  2.85491101275595  21.2329407   67.3984 /T   20.8284    0.000000   0.8641646   122.40794   35.448861         n.a.     n.a.
 2023-Jul-26 13:30     192.28066   2.78421    8.779   6.821  2.85493656114110  21.2327692   67.3972 /T   20.8282    0.000000   0.8641745   122.40760   35.448089         n.a.     n.a.
 2023-Jul-26 13:33     192.28127   2.78382    8.779   6.821  2.85496210931997  21.2325978   67.3959 /T   20.8280    0.000000   0.8641844   122.40725   35.447317         n.a.     n.a.
 2023-Jul-26 13:36     192.28188   2.78344    8.779   6.821  2.85498765729253  21.2324264   67.3946 /T   20.8278    0.000000   0.8641944   122.40691   35.446545         n.a.     n.a.
 2023-Jul-26 13:39     192.28249   2.78305    8.779   6.821  2.85501320505881  21.2322549   67.3934 /T   20.8276    0.000000   0.8642043   122.40656   35.445773         n.a.     n.a.
 2023-Jul-26 13:42     192.28310   2.78266    8.779   6.821  2.85503875261876  21.2320834   67.3921 /T   20.8274    0.000000   0.8642142   122.40621   35.445001         n.a.     n.a.
 2023-Jul-26 13:45     192.28370   2.78228    8.779   6.821  2.85506429997240  21.2319120   67.3908 /T   20.8271    0.000000   0.8642241   122.40587   35.444229         n.a.     n.a.
 2023-Jul-26 13:48     192.28431   2.78189    8.779   6.821  2.85508984711970  21.2317405   67.3895 /T   20.8269    0.000000   0.8642341   122.40552   35.443457         n.a.     n.a.
 2023-Jul-26 13:51     192.28492   2.78151    8.779   6.821  2.85511539406067  21.2315690   67.3883 /T   20.8267    0.000000   0.8642440   122.40518   35.442685         n.a.     n.a.
 2023-Jul-26 13:54     192.28553   2.78112    8.779   6.821  2.85514094079527  21.2313975   67.3870 /T   20.8265    0.000000   0.8642539   122.40483   35.441914         n.a.     n.a.
 2023-Jul-26 13:57     192.28614   2.78073    8.779   6.821  2.85516648732353  21.2312260   67.3857 /T   20.8263    0.000000   0.8642639   122.40448   35.441142         n.a.     n.a.
 2023-Jul-26 14:00     192.28675   2.78035    8.779   6.821  2.85519203364539  21.2310545   67.3845 /T   20.8261    0.000000   0.8642738   122.40414   35.440370         n.a.     n.a.
 2023-Jul-26 14:03     192.28736   2.77996    8.780   6.821  2.85521757976090  21.2308830   67.3832 /T   20.8258    0.000000   0.8642837   122.40379   35.439598         n.a.     n.a.
 2023-Jul-26 14:06     192.28796   2.77957    8.780   6.821  2.85524312566999  21.2307115   67.3819 /T   20.8256    0.000000   0.8642936   122.40345   35.438826         n.a.     n.a.
 2023-Jul-26 14:09     192.28857   2.77919    8.780   6.821  2.85526867137270  21.2305399   67.3807 /T   20.8254    0.000000   0.8643036   122.40310   35.438055         n.a.     n.a.
 2023-Jul-26 14:12     192.28918   2.77880    8.780   6.821  2.85529421686898  21.2303684   67.3794 /T   20.8252    0.000000   0.8643135   122.40276   35.437283         n.a.     n.a.
 2023-Jul-26 14:15     192.28979   2.77842    8.780   6.821  2.85531976215886  21.2301968   67.3781 /T   20.8250    0.000000   0.8643234   122.40241   35.436511         n.a.     n.a.
 2023-Jul-26 14:18     192.29040   2.77803    8.780   6.821  2.85534530724230  21.2300253   67.3769 /T   20.8248    0.000000   0.8643333   122.40206   35.435739         n.a.     n.a.
 2023-Jul-26 14:21     192.29101   2.77764    8.780   6.821  2.85537085211929  21.2298537   67.3756 /T   20.8245    0.000000   0.8643432   122.40172   35.434968         n.a.     n.a.
 2023-Jul-26 14:24     192.29162   2.77726    8.780   6.821  2.85539639678984  21.2296821   67.3743 /T   20.8243    0.000000   0.8643532   122.40137   35.434196         n.a.     n.a.
 2023-Jul-26 14:27     192.29222   2.77687    8.780   6.821  2.85542194125391  21.2295105   67.3731 /T   20.8241    0.000000   0.8643631   122.40103   35.433424         n.a.     n.a.
 2023-Jul-26 14:30     192.29283   2.77648    8.780   6.821  2.85544748551153  21.2293389   67.3718 /T   20.8239    0.000000   0.8643730   122.40068   35.432653         n.a.     n.a.
 2023-Jul-26 14:33     192.29344   2.77610    8.780   6.821  2.85547302956265  21.2291673   67.3705 /T   20.8237    0.000000   0.8643829   122.40034   35.431881         n.a.     n.a.
 2023-Jul-26 14:36     192.29405   2.77571    8.780   6.821  2.85549857340729  21.2289957   67.3693 /T   20.8235    0.000000   0.8643929   122.39999   35.431109         n.a.     n.a.
 2023-Jul-26 14:39     192.29466   2.77533    8.780   6.821  2.85552411704542  21.2288241   67.3680 /T   20.8232    0.000000   0.8644028   122.39964   35.430338         n.a.     n.a.
 2023-Jul-26 14:42     192.29527   2.77494    8.780   6.821  2.85554966047705  21.2286525   67.3667 /T   20.8230    0.000000   0.8644127   122.39930   35.429566         n.a.     n.a.
 2023-Jul-26 14:45     192.29588   2.77455    8.780   6.821  2.85557520370214  21.2284809   67.3655 /T   20.8228    0.000000   0.8644226   122.39895   35.428794         n.a.     n.a.
 2023-Jul-26 14:48     192.29649   2.77417    8.780   6.821  2.85560074672072  21.2283092   67.3642 /T   20.8226    0.000000   0.8644325   122.39861   35.428023         n.a.     n.a.
 2023-Jul-26 14:51     192.29709   2.77378    8.780   6.821  2.85562628953274  21.2281376   67.3629 /T   20.8224    0.000000   0.8644425   122.39826   35.427251         n.a.     n.a.
 2023-Jul-26 14:54     192.29770   2.77340    8.780   6.821  2.85565183213822  21.2279659   67.3617 /T   20.8221    0.000000   0.8644524   122.39792   35.426480         n.a.     n.a.
 2023-Jul-26 14:57     192.29831   2.77301    8.780   6.821  2.85567737453715  21.2277942   67.3604 /T   20.8219    0.000000   0.8644623   122.39757   35.425708         n.a.     n.a.
 2023-Jul-26 15:00     192.29892   2.77262    8.780   6.821  2.85570291672948  21.2276226   67.3591 /T   20.8217    0.000000   0.8644722   122.39723   35.424937         n.a.     n.a.
 2023-Jul-26 15:03     192.29953   2.77224    8.780   6.821  2.85572845871525  21.2274509   67.3579 /T   20.8215    0.000000   0.8644821   122.39688   35.424165         n.a.     n.a.
 2023-Jul-26 15:06     192.30014   2.77185    8.780   6.821  2.85575400049441  21.2272792   67.3566 /T   20.8213    0.000000   0.8644920   122.39653   35.423394         n.a.     n.a.
 2023-Jul-26 15:09     192.30075   2.77146    8.780   6.821  2.85577954206699  21.2271075   67.3553 /T   20.8211    0.000000   0.8645020   122.39619   35.422622         n.a.     n.a.
 2023-Jul-26 15:12     192.30136   2.77108    8.780   6.821  2.85580508343294  21.2269358   67.3541 /T   20.8208    0.000000   0.8645119   122.39584   35.421851         n.a.     n.a.
 2023-Jul-26 15:15     192.30196   2.77069    8.780   6.821  2.85583062459228  21.2267640   67.3528 /T   20.8206    0.000000   0.8645218   122.39550   35.421079         n.a.     n.a.
 2023-Jul-26 15:18     192.30257   2.77031    8.780   6.821  2.85585616554498  21.2265923   67.3515 /T   20.8204    0.000000   0.8645317   122.39515   35.420308         n.a.     n.a.
 2023-Jul-26 15:21     192.30318   2.76992    8.780   6.821  2.85588170629105  21.2264206   67.3503 /T   20.8202    0.000000   0.8645416   122.39481   35.419537         n.a.     n.a.
 2023-Jul-26 15:24     192.30379   2.76953    8.780   6.821  2.85590724683045  21.2262488   67.3490 /T   20.8200    0.000000   0.8645515   122.39446   35.418765         n.a.     n.a.
 2023-Jul-26 15:27     192.30440   2.76915    8.780   6.821  2.85593278716321  21.2260771   67.3477 /T   20.8198    0.000000   0.8645614   122.39412   35.417994         n.a.     n.a.
 2023-Jul-26 15:30     192.30501   2.76876    8.780   6.821  2.85595832728929  21.2259053   67.3465 /T   20.8195    0.000000   0.8645714   122.39377   35.417222         n.a.     n.a.
 2023-Jul-26 15:33     192.30562   2.76837    8.780   6.821  2.85598386720869  21.2257336   67.3452 /T   20.8193    0.000000   0.8645813   122.39343   35.416451         n.a.     n.a.
 2023-Jul-26 15:36     192.30623   2.76799    8.780   6.821  2.85600940692139  21.2255618   67.3439 /T   20.8191    0.000000   0.8645912   122.39308   35.415680         n.a.     n.a.
 2023-Jul-26 15:39     192.30683   2.76760    8.780   6.821  2.85603494642741  21.2253900   67.3427 /T   20.8189    0.000000   0.8646011   122.39273   35.414908         n.a.     n.a.
 2023-Jul-26 15:42     192.30744   2.76722    8.780   6.821  2.85606048572671  21.2252182   67.3414 /T   20.8187    0.000000   0.8646110   122.39239   35.414137         n.a.     n.a.
 2023-Jul-26 15:45     192.30805   2.76683    8.780   6.821  2.85608602481928  21.2250464   67.3401 /T   20.8185    0.000000   0.8646209   122.39204   35.413366         n.a.     n.a.
 2023-Jul-26 15:48     192.30866   2.76644    8.780   6.821  2.85611156370513  21.2248746   67.3389 /T   20.8182    0.000000   0.8646308   122.39170   35.412595         n.a.     n.a.
 2023-Jul-26 15:51     192.30927   2.76606    8.780   6.821  2.85613710238422  21.2247028   67.3376 /T   20.8180    0.000000   0.8646407   122.39135   35.411823         n.a.     n.a.
 2023-Jul-26 15:54     192.30988   2.76567    8.780   6.821  2.85616264085658  21.2245310   67.3363 /T   20.8178    0.000000   0.8646507   122.39101   35.411052         n.a.     n.a.
 2023-Jul-26 15:57     192.31049   2.76528    8.780   6.821  2.85618817912217  21.2243591   67.3351 /T   20.8176    0.000000   0.8646606   122.39066   35.410281         n.a.     n.a.
 2023-Jul-26 16:00     192.31110   2.76490    8.780   6.821  2.85621371718100  21.2241873   67.3338 /T   20.8174    0.000000   0.8646705   122.39032   35.409510         n.a.     n.a.
 2023-Jul-26 16:03     192.31171   2.76451    8.780   6.821  2.85623925503303  21.2240154   67.3325 /T   20.8171    0.000000   0.8646804   122.38997   35.408739         n.a.     n.a.
 2023-Jul-26 16:06     192.31232   2.76413    8.780   6.821  2.85626479267829  21.2238436   67.3313 /T   20.8169    0.000000   0.8646903   122.38963   35.407967         n.a.     n.a.
 2023-Jul-26 16:09     192.31292   2.76374    8.780   6.821  2.85629033011673  21.2236717   67.3300 /T   20.8167    0.000000   0.8647002   122.38928   35.407196         n.a.     n.a.
 2023-Jul-26 16:12     192.31353   2.76335    8.780   6.821  2.85631586734838  21.2234998   67.3287 /T   20.8165    0.000000   0.8647101   122.38894   35.406425         n.a.     n.a.
 2023-Jul-26 16:15     192.31414   2.76297    8.780   6.821  2.85634140437319  21.2233279   67.3275 /T   20.8163    0.000000   0.8647200   122.38859   35.405654         n.a.     n.a.
 2023-Jul-26 16:18     192.31475   2.76258    8.780   6.821  2.85636694119118  21.2231561   67.3262 /T   20.8161    0.000000   0.8647299   122.38825   35.404883         n.a.     n.a.
 2023-Jul-26 16:21     192.31536   2.76219    8.780   6.821  2.85639247780234  21.2229842   67.3249 /T   20.8158    0.000000   0.8647398   122.38790   35.404112         n.a.     n.a.
 2023-Jul-26 16:24     192.31597   2.76181    8.780   6.821  2.85641801420663  21.2228122   67.3237 /T   20.8156    0.000000   0.8647497   122.38756   35.403341         n.a.     n.a.
 2023-Jul-26 16:27     192.31658   2.76142    8.780   6.821  2.85644355040408  21.2226403   67.3224 /T   20.8154    0.000000   0.8647596   122.38721   35.402570         n.a.     n.a.
 2023-Jul-26 16:30     192.31719   2.76104    8.780   6.821  2.85646908639464  21.2224684   67.3211 /T   20.8152    0.000000   0.8647695   122.38686   35.401799         n.a.     n.a.
 2023-Jul-26 16:33     192.31780   2.76065    8.780   6.821  2.85649462217834  21.2222965   67.3199 /T   20.8150    0.000000   0.8647794   122.38652   35.401028         n.a.     n.a.
 2023-Jul-26 16:36     192.31841   2.76026    8.780   6.821  2.85652015775513  21.2221245   67.3186 /T   20.8148    0.000000   0.8647893   122.38617   35.400257         n.a.     n.a.
 2023-Jul-26 16:39     192.31901   2.75988    8.780   6.821  2.85654569312503  21.2219526   67.3173 /T   20.8145    0.000000   0.8647992   122.38583   35.399486         n.a.     n.a.
 2023-Jul-26 16:42     192.31962   2.75949    8.780   6.821  2.85657122828801  21.2217806   67.3161 /T   20.8143    0.000000   0.8648092   122.38548   35.398715         n.a.     n.a.
 2023-Jul-26 16:45     192.32023   2.75910    8.780   6.821  2.85659676324409  21.2216087   67.3148 /T   20.8141    0.000000   0.8648191   122.38514   35.397944         n.a.     n.a.
 2023-Jul-26 16:48     192.32084   2.75872    8.780   6.821  2.85662229799322  21.2214367   67.3135 /T   20.8139    0.000000   0.8648290   122.38479   35.397173         n.a.     n.a.
 2023-Jul-26 16:51     192.32145   2.75833    8.780   6.821  2.85664783253543  21.2212647   67.3123 /T   20.8137    0.000000   0.8648389   122.38445   35.396402         n.a.     n.a.
 2023-Jul-26 16:54     192.32206   2.75795    8.780   6.821  2.85667336687068  21.2210927   67.3110 /T   20.8134    0.000000   0.8648488   122.38410   35.395631         n.a.     n.a.
 2023-Jul-26 16:57     192.32267   2.75756    8.780   6.821  2.85669890099898  21.2209207   67.3097 /T   20.8132    0.000000   0.8648587   122.38376   35.394860         n.a.     n.a.
 2023-Jul-26 17:00     192.32328   2.75717    8.780   6.821  2.85672443492031  21.2207487   67.3085 /T   20.8130    0.000000   0.8648686   122.38341   35.394089         n.a.     n.a.
 2023-Jul-26 17:03     192.32389   2.75679    8.780   6.821  2.85674996863465  21.2205767   67.3072 /T   20.8128    0.000000   0.8648785   122.38307   35.393318         n.a.     n.a.
 2023-Jul-26 17:06     192.32450   2.75640    8.780   6.821  2.85677550214201  21.2204047   67.3059 /T   20.8126    0.000000   0.8648884   122.38272   35.392547         n.a.     n.a.
 2023-Jul-26 17:09     192.32511   2.75601    8.780   6.821  2.85680103544236  21.2202326   67.3047 /T   20.8124    0.000000   0.8648983   122.38238   35.391776         n.a.     n.a.
 2023-Jul-26 17:12     192.32571   2.75563    8.780   6.821  2.85682656853572  21.2200606   67.3034 /T   20.8121    0.000000   0.8649082   122.38203   35.391006         n.a.     n.a.
 2023-Jul-26 17:15     192.32632   2.75524    8.780   6.821  2.85685210142204  21.2198885   67.3021 /T   20.8119    0.000000   0.8649181   122.38169   35.390235         n.a.     n.a.
 2023-Jul-26 17:18     192.32693   2.75486    8.780   6.821  2.85687763410135  21.2197165   67.3008 /T   20.8117    0.000000   0.8649280   122.38134   35.389464         n.a.     n.a.
 2023-Jul-26 17:21     192.32754   2.75447    8.780   6.821  2.85690316657360  21.2195444   67.2996 /T   20.8115    0.000000   0.8649379   122.38100   35.388693         n.a.     n.a.
 2023-Jul-26 17:24     192.32815   2.75408    8.780   6.821  2.85692869883882  21.2193724   67.2983 /T   20.8113    0.000000   0.8649478   122.38065   35.387923         n.a.     n.a.
 2023-Jul-26 17:27     192.32876   2.75370    8.780   6.821  2.85695423089697  21.2192003   67.2970 /T   20.8111    0.000000   0.8649577   122.38031   35.387152         n.a.     n.a.
 2023-Jul-26 17:30     192.32937   2.75331    8.780   6.821  2.85697976274807  21.2190282   67.2958 /T   20.8108    0.000000   0.8649675   122.37996   35.386381         n.a.     n.a.
 2023-Jul-26 17:33     192.32998   2.75292    8.780   6.821  2.85700529439207  21.2188561   67.2945 /T   20.8106    0.000000   0.8649774   122.37962   35.385610         n.a.     n.a.
 2023-Jul-26 17:36     192.33059   2.75254    8.780   6.821  2.85703082582900  21.2186840   67.2932 /T   20.8104    0.000000   0.8649873   122.37927   35.384840         n.a.     n.a.
 2023-Jul-26 17:39     192.33120   2.75215    8.780   6.821  2.85705635705882  21.2185119   67.2920 /T   20.8102    0.000000   0.8649972   122.37893   35.384069         n.a.     n.a.
 2023-Jul-26 17:42     192.33181   2.75177    8.780   6.821  2.85708188808155  21.2183397   67.2907 /T   20.8100    0.000000   0.8650071   122.37858   35.383298         n.a.     n.a.
 2023-Jul-26 17:45     192.33242   2.75138    8.781   6.821  2.85710741889715  21.2181676   67.2894 /T   20.8097    0.000000   0.8650170   122.37824   35.382528         n.a.     n.a.
 2023-Jul-26 17:48     192.33303   2.75099    8.781   6.821  2.85713294950562  21.2179955   67.2882 /T   20.8095    0.000000   0.8650269   122.37789   35.381757         n.a.     n.a.
 2023-Jul-26 17:51     192.33363   2.75061    8.781   6.821  2.85715847990696  21.2178233   67.2869 /T   20.8093    0.000000   0.8650368   122.37755   35.380986         n.a.     n.a.
 2023-Jul-26 17:54     192.33424   2.75022    8.781   6.821  2.85718401010114  21.2176512   67.2856 /T   20.8091    0.000000   0.8650467   122.37720   35.380216         n.a.     n.a.
 2023-Jul-26 17:57     192.33485   2.74983    8.781   6.821  2.85720954008818  21.2174790   67.2844 /T   20.8089    0.000000   0.8650566   122.37686   35.379445         n.a.     n.a.
 2023-Jul-26 18:00     192.33546   2.74945    8.781   6.821  2.85723506986804  21.2173068   67.2831 /T   20.8087    0.000000   0.8650665   122.37651   35.378675         n.a.     n.a.
 2023-Jul-26 18:03     192.33607   2.74906    8.781   6.821  2.85726059944073  21.2171347   67.2818 /T   20.8084    0.000000   0.8650764   122.37617   35.377904         n.a.     n.a.
 2023-Jul-26 18:06     192.33668   2.74868    8.781   6.821  2.85728612880623  21.2169625   67.2806 /T   20.8082    0.000000   0.8650863   122.37582   35.377134         n.a.     n.a.
 2023-Jul-26 18:09     192.33729   2.74829    8.781   6.821  2.85731165796454  21.2167903   67.2793 /T   20.8080    0.000000   0.8650962   122.37548   35.376363         n.a.     n.a.
 2023-Jul-26 18:12     192.33790   2.74790    8.781   6.821  2.85733718691563  21.2166181   67.2780 /T   20.8078    0.000000   0.8651061   122.37513   35.375593         n.a.     n.a.
 2023-Jul-26 18:15     192.33851   2.74752    8.781   6.821  2.85736271565952  21.2164459   67.2768 /T   20.8076    0.000000   0.8651159   122.37479   35.374822         n.a.     n.a.
 2023-Jul-26 18:18     192.33912   2.74713    8.781   6.821  2.85738824419617  21.2162736   67.2755 /T   20.8073    0.000000   0.8651258   122.37445   35.374052         n.a.     n.a.
 2023-Jul-26 18:21     192.33973   2.74674    8.781   6.821  2.85741377252560  21.2161014   67.2742 /T   20.8071    0.000000   0.8651357   122.37410   35.373281         n.a.     n.a.
 2023-Jul-26 18:24     192.34034   2.74636    8.781   6.821  2.85743930064778  21.2159292   67.2730 /T   20.8069    0.000000   0.8651456   122.37376   35.372511         n.a.     n.a.
 2023-Jul-26 18:27     192.34095   2.74597    8.781   6.821  2.85746482856269  21.2157569   67.2717 /T   20.8067    0.000000   0.8651555   122.37341   35.371740         n.a.     n.a.
 2023-Jul-26 18:30     192.34156   2.74558    8.781   6.821  2.85749035627035  21.2155847   67.2704 /T   20.8065    0.000000   0.8651654   122.37307   35.370970         n.a.     n.a.
 2023-Jul-26 18:33     192.34217   2.74520    8.781   6.821  2.85751588377072  21.2154124   67.2692 /T   20.8063    0.000000   0.8651753   122.37272   35.370199         n.a.     n.a.
 2023-Jul-26 18:36     192.34277   2.74481    8.781   6.821  2.85754141106382  21.2152401   67.2679 /T   20.8060    0.000000   0.8651852   122.37238   35.369429         n.a.     n.a.
 2023-Jul-26 18:39     192.34338   2.74443    8.781   6.821  2.85756693814961  21.2150679   67.2666 /T   20.8058    0.000000   0.8651951   122.37203   35.368659         n.a.     n.a.
 2023-Jul-26 18:42     192.34399   2.74404    8.781   6.821  2.85759246502811  21.2148956   67.2654 /T   20.8056    0.000000   0.8652049   122.37169   35.367888         n.a.     n.a.
 2023-Jul-26 18:45     192.34460   2.74365    8.781   6.821  2.85761799169928  21.2147233   67.2641 /T   20.8054    0.000000   0.8652148   122.37134   35.367118         n.a.     n.a.
 2023-Jul-26 18:48     192.34521   2.74327    8.781   6.821  2.85764351816314  21.2145510   67.2628 /T   20.8052    0.000000   0.8652247   122.37100   35.366348         n.a.     n.a.
 2023-Jul-26 18:51     192.34582   2.74288    8.781   6.821  2.85766904441965  21.2143787   67.2616 /T   20.8049    0.000000   0.8652346   122.37065   35.365577         n.a.     n.a.
 2023-Jul-26 18:54     192.34643   2.74249    8.781   6.821  2.85769457046883  21.2142063   67.2603 /T   20.8047    0.000000   0.8652445   122.37031   35.364807         n.a.     n.a.
 2023-Jul-26 18:57     192.34704   2.74211    8.781   6.821  2.85772009631065  21.2140340   67.2590 /T   20.8045    0.000000   0.8652544   122.36996   35.364037         n.a.     n.a.
 2023-Jul-26 19:00     192.34765   2.74172    8.781   6.821  2.85774562194511  21.2138617   67.2578 /T   20.8043    0.000000   0.8652642   122.36962   35.363267         n.a.     n.a.
 2023-Jul-26 19:03     192.34826   2.74134    8.781   6.821  2.85777114737220  21.2136893   67.2565 /T   20.8041    0.000000   0.8652741   122.36928   35.362496         n.a.     n.a.
 2023-Jul-26 19:06     192.34887   2.74095    8.781   6.821  2.85779667259189  21.2135170   67.2552 /T   20.8039    0.000000   0.8652840   122.36893   35.361726         n.a.     n.a.
 2023-Jul-26 19:09     192.34948   2.74056    8.781   6.821  2.85782219760421  21.2133446   67.2540 /T   20.8036    0.000000   0.8652939   122.36859   35.360956         n.a.     n.a.
 2023-Jul-26 19:12     192.35009   2.74018    8.781   6.821  2.85784772240910  21.2131723   67.2527 /T   20.8034    0.000000   0.8653038   122.36824   35.360186         n.a.     n.a.
 2023-Jul-26 19:15     192.35070   2.73979    8.781   6.821  2.85787324700660  21.2129999   67.2514 /T   20.8032    0.000000   0.8653137   122.36790   35.359416         n.a.     n.a.
 2023-Jul-26 19:18     192.35131   2.73940    8.781   6.821  2.85789877139665  21.2128275   67.2502 /T   20.8030    0.000000   0.8653235   122.36755   35.358645         n.a.     n.a.
 2023-Jul-26 19:21     192.35192   2.73902    8.781   6.821  2.85792429557930  21.2126551   67.2489 /T   20.8028    0.000000   0.8653334   122.36721   35.357875         n.a.     n.a.
 2023-Jul-26 19:24     192.35253   2.73863    8.781   6.821  2.85794981955448  21.2124827   67.2476 /T   20.8025    0.000000   0.8653433   122.36686   35.357105         n.a.     n.a.
 2023-Jul-26 19:27     192.35314   2.73825    8.781   6.821  2.85797534332223  21.2123103   67.2464 /T   20.8023    0.000000   0.8653532   122.36652   35.356335         n.a.     n.a.
 2023-Jul-26 19:30     192.35375   2.73786    8.781   6.821  2.85800086688249  21.2121379   67.2451 /T   20.8021    0.000000   0.8653631   122.36617   35.355565         n.a.     n.a.
 2023-Jul-26 19:33     192.35436   2.73747    8.781   6.821  2.85802639023530  21.2119655   67.2438 /T   20.8019    0.000000   0.8653729   122.36583   35.354795         n.a.     n.a.
 2023-Jul-26 19:36     192.35496   2.73709    8.781   6.821  2.85805191338062  21.2117930   67.2426 /T   20.8017    0.000000   0.8653828   122.36549   35.354025         n.a.     n.a.
 2023-Jul-26 19:39     192.35557   2.73670    8.781   6.821  2.85807743631846  21.2116206   67.2413 /T   20.8015    0.000000   0.8653927   122.36514   35.353255         n.a.     n.a.
