 Date__(UT)__HR:MN     RA             DEC    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-Jul-26 19:42     192.35618   2.73631    8.781   6.821  2.85810295904878  21.2114481   67.2400 /T   20.8012    0.000000   0.8654026   122.36480   35.352485         n.a.     n.a.
 2023-Jul-26 19:45     192.35679   2.73593    8.781   6.821  2.85812848157160  21.2112757   67.2388 /T   20.8010    0.000000   0.8654125   122.36445   35.351715         n.a.     n.a.
 2023-Jul-26 19:48     192.35740   2.73554    8.781   6.821  2.85815400388691  21.2111032   67.2375 /T   20.8008    0.000000   0.8654223   122.36411   35.350945         n.a.     n.a.
 2023-Jul-26 19:51     192.35801   2.73516    8.781   6.821  2.85817952599466  21.2109307   67.2363 /T   20.8006    0.000000   0.8654322   122.36376   35.350175         n.a.     n.a.
 2023-Jul-26 19:54     192.35862   2.73477    8.781   6.821  2.85820504789489  21.2107583   67.2350 /T   20.8004    0.000000   0.8654421   122.36342   35.349405         n.a.     n.a.
 2023-Jul-26 19:57     192.35923   2.73438    8.781   6.821  2.85823056958756  21.2105858   67.2337 /T   20.8001    0.000000   0.8654520   122.36307   35.348635         n.a.     n.a.
 2023-Jul-26 20:00     192.35984   2.73400    8.781   6.821  2.85825609107268  21.2104133   67.2325 /T   20.7999    0.000000   0.8654618   122.36273   35.347865         n.a.     n.a.
 2023-Jul-26 20:03     192.36045   2.73361    8.781   6.821  2.85828161235022  21.2102408   67.2312 /T   20.7997    0.000000   0.8654717   122.36239   35.347095         n.a.     n.a.
 2023-Jul-26 20:06     192.36106   2.73322    8.781   6.821  2.85830713342019  21.2100682   67.2299 /T   20.7995    0.000000   0.8654816   122.36204   35.346325         n.a.     n.a.
 2023-Jul-26 20:09     192.36167   2.73284    8.781   6.821  2.85833265428255  21.2098957   67.2287 /T   20.7993    0.000000   0.8654915   122.36170   35.345555         n.a.     n.a.
 2023-Jul-26 20:12     192.36228   2.73245    8.781   6.821  2.85835817493733  21.2097232   67.2274 /T   20.7991    0.000000   0.8655013   122.36135   35.344785         n.a.     n.a.
 2023-Jul-26 20:15     192.36289   2.73206    8.781   6.821  2.85838369538449  21.2095507   67.2261 /T   20.7988    0.000000   0.8655112   122.36101   35.344015         n.a.     n.a.
 2023-Jul-26 20:18     192.36350   2.73168    8.781   6.821  2.85840921562404  21.2093781   67.2249 /T   20.7986    0.000000   0.8655211   122.36066   35.343245         n.a.     n.a.
 2023-Jul-26 20:21     192.36411   2.73129    8.781   6.821  2.85843473565595  21.2092056   67.2236 /T   20.7984    0.000000   0.8655310   122.36032   35.342476         n.a.     n.a.
 2023-Jul-26 20:24     192.36472   2.73091    8.781   6.821  2.85846025548023  21.2090330   67.2223 /T   20.7982    0.000000   0.8655408   122.35998   35.341706         n.a.     n.a.
 2023-Jul-26 20:27     192.36533   2.73052    8.781   6.821  2.85848577509687  21.2088604   67.2211 /T   20.7980    0.000000   0.8655507   122.35963   35.340936         n.a.     n.a.
 2023-Jul-26 20:30     192.36594   2.73013    8.781   6.821  2.85851129450583  21.2086878   67.2198 /T   20.7977    0.000000   0.8655606   122.35929   35.340166         n.a.     n.a.
 2023-Jul-26 20:33     192.36655   2.72975    8.781   6.821  2.85853681370714  21.2085152   67.2185 /T   20.7975    0.000000   0.8655704   122.35894   35.339396         n.a.     n.a.
 2023-Jul-26 20:36     192.36716   2.72936    8.781   6.821  2.85856233270075  21.2083427   67.2173 /T   20.7973    0.000000   0.8655803   122.35860   35.338627         n.a.     n.a.
 2023-Jul-26 20:39     192.36777   2.72897    8.781   6.821  2.85858785148670  21.2081700   67.2160 /T   20.7971    0.000000   0.8655902   122.35825   35.337857         n.a.     n.a.
 2023-Jul-26 20:42     192.36838   2.72859    8.781   6.821  2.85861337006493  21.2079974   67.2147 /T   20.7969    0.000000   0.8656001   122.35791   35.337087         n.a.     n.a.
 2023-Jul-26 20:45     192.36899   2.72820    8.781   6.821  2.85863888843547  21.2078248   67.2135 /T   20.7967    0.000000   0.8656099   122.35757   35.336318         n.a.     n.a.
 2023-Jul-26 20:48     192.36960   2.72782    8.781   6.821  2.85866440659827  21.2076522   67.2122 /T   20.7964    0.000000   0.8656198   122.35722   35.335548         n.a.     n.a.
 2023-Jul-26 20:51     192.37021   2.72743    8.781   6.821  2.85868992455337  21.2074795   67.2109 /T   20.7962    0.000000   0.8656297   122.35688   35.334778         n.a.     n.a.
 2023-Jul-26 20:54     192.37082   2.72704    8.781   6.821  2.85871544230071  21.2073069   67.2097 /T   20.7960    0.000000   0.8656395   122.35653   35.334009         n.a.     n.a.
 2023-Jul-26 20:57     192.37143   2.72666    8.781   6.821  2.85874095984032  21.2071343   67.2084 /T   20.7958    0.000000   0.8656494   122.35619   35.333239         n.a.     n.a.
 2023-Jul-26 21:00     192.37204   2.72627    8.781   6.821  2.85876647717216  21.2069616   67.2071 /T   20.7956    0.000000   0.8656593   122.35584   35.332469         n.a.     n.a.
 2023-Jul-26 21:03     192.37265   2.72588    8.781   6.821  2.85879199429625  21.2067889   67.2059 /T   20.7953    0.000000   0.8656691   122.35550   35.331700         n.a.     n.a.
 2023-Jul-26 21:06     192.37326   2.72550    8.781   6.821  2.85881751121257  21.2066162   67.2046 /T   20.7951    0.000000   0.8656790   122.35516   35.330930         n.a.     n.a.
 2023-Jul-26 21:09     192.37387   2.72511    8.781   6.821  2.85884302792108  21.2064436   67.2033 /T   20.7949    0.000000   0.8656889   122.35481   35.330160         n.a.     n.a.
 2023-Jul-26 21:12     192.37448   2.72472    8.781   6.821  2.85886854442181  21.2062709   67.2021 /T   20.7947    0.000000   0.8656987   122.35447   35.329391         n.a.     n.a.
 2023-Jul-26 21:15     192.37509   2.72434    8.781   6.821  2.85889406071472  21.2060982   67.2008 /T   20.7945    0.000000   0.8657086   122.35412   35.328621         n.a.     n.a.
 2023-Jul-26 21:18     192.37570   2.72395    8.781   6.821  2.85891957679984  21.2059255   67.1995 /T   20.7942    0.000000   0.8657185   122.35378   35.327852         n.a.     n.a.
 2023-Jul-26 21:21     192.37631   2.72357    8.781   6.821  2.85894509267711  21.2057527   67.1983 /T   20.7940    0.000000   0.8657283   122.35344   35.327082         n.a.     n.a.
 2023-Jul-26 21:24     192.37692   2.72318    8.781   6.821  2.85897060834656  21.2055800   67.1970 /T   20.7938    0.000000   0.8657382   122.35309   35.326313         n.a.     n.a.
 2023-Jul-26 21:27     192.37753   2.72279    8.782   6.821  2.85899612380816  21.2054073   67.1957 /T   20.7936    0.000000   0.8657480   122.35275   35.325543         n.a.     n.a.
 2023-Jul-26 21:30     192.37814   2.72241    8.782   6.821  2.85902163906191  21.2052345   67.1945 /T   20.7934    0.000000   0.8657579   122.35240   35.324774         n.a.     n.a.
 2023-Jul-26 21:33     192.37875   2.72202    8.782   6.821  2.85904715410779  21.2050618   67.1932 /T   20.7932    0.000000   0.8657678   122.35206   35.324004         n.a.     n.a.
 2023-Jul-26 21:36     192.37936   2.72163    8.782   6.821  2.85907266894581  21.2048890   67.1919 /T   20.7929    0.000000   0.8657776   122.35172   35.323235         n.a.     n.a.
 2023-Jul-26 21:39     192.37997   2.72125    8.782   6.820  2.85909818357593  21.2047163   67.1907 /T   20.7927    0.000000   0.8657875   122.35137   35.322466         n.a.     n.a.
 2023-Jul-26 21:42     192.38058   2.72086    8.782   6.820  2.85912369799817  21.2045435   67.1894 /T   20.7925    0.000000   0.8657974   122.35103   35.321696         n.a.     n.a.
 2023-Jul-26 21:45     192.38119   2.72048    8.782   6.820  2.85914921221250  21.2043707   67.1881 /T   20.7923    0.000000   0.8658072   122.35068   35.320927         n.a.     n.a.
 2023-Jul-26 21:48     192.38180   2.72009    8.782   6.820  2.85917472621893  21.2041979   67.1869 /T   20.7921    0.000000   0.8658171   122.35034   35.320157         n.a.     n.a.
 2023-Jul-26 21:51     192.38241   2.71970    8.782   6.820  2.85920024001743  21.2040251   67.1856 /T   20.7918    0.000000   0.8658269   122.35000   35.319388         n.a.     n.a.
 2023-Jul-26 21:54     192.38302   2.71932    8.782   6.820  2.85922575360799  21.2038523   67.1843 /T   20.7916    0.000000   0.8658368   122.34965   35.318619         n.a.     n.a.
 2023-Jul-26 21:57     192.38363   2.71893    8.782   6.820  2.85925126699062  21.2036795   67.1831 /T   20.7914    0.000000   0.8658467   122.34931   35.317849         n.a.     n.a.
 2023-Jul-26 22:00     192.38424   2.71854    8.782   6.820  2.85927678016529  21.2035067   67.1818 /T   20.7912    0.000000   0.8658565   122.34896   35.317080         n.a.     n.a.
 2023-Jul-26 22:03     192.38485   2.71816    8.782   6.820  2.85930229313201  21.2033338   67.1805 /T   20.7910    0.000000   0.8658664   122.34862   35.316311         n.a.     n.a.
 2023-Jul-26 22:06     192.38546   2.71777    8.782   6.820  2.85932780589074  21.2031610   67.1793 /T   20.7908    0.000000   0.8658762   122.34828   35.315542         n.a.     n.a.
 2023-Jul-26 22:09     192.38607   2.71738    8.782   6.820  2.85935331844151  21.2029881   67.1780 /T   20.7905    0.000000   0.8658861   122.34793   35.314772         n.a.     n.a.
 2023-Jul-26 22:12     192.38668   2.71700    8.782   6.820  2.85937883078428  21.2028153   67.1767 /T   20.7903    0.000000   0.8658959   122.34759   35.314003         n.a.     n.a.
 2023-Jul-26 22:15     192.38729   2.71661    8.782   6.820  2.85940434291905  21.2026424   67.1755 /T   20.7901    0.000000   0.8659058   122.34724   35.313234         n.a.     n.a.
 2023-Jul-26 22:18     192.38790   2.71623    8.782   6.820  2.85942985484581  21.2024696   67.1742 /T   20.7899    0.000000   0.8659157   122.34690   35.312465         n.a.     n.a.
 2023-Jul-26 22:21     192.38851   2.71584    8.782   6.820  2.85945536656456  21.2022967   67.1729 /T   20.7897    0.000000   0.8659255   122.34656   35.311695         n.a.     n.a.
 2023-Jul-26 22:24     192.38912   2.71545    8.782   6.820  2.85948087807526  21.2021238   67.1717 /T   20.7894    0.000000   0.8659354   122.34621   35.310926         n.a.     n.a.
 2023-Jul-26 22:27     192.38973   2.71507    8.782   6.820  2.85950638937794  21.2019509   67.1704 /T   20.7892    0.000000   0.8659452   122.34587   35.310157         n.a.     n.a.
 2023-Jul-26 22:30     192.39034   2.71468    8.782   6.820  2.85953190047258  21.2017780   67.1691 /T   20.7890    0.000000   0.8659551   122.34553   35.309388         n.a.     n.a.
 2023-Jul-26 22:33     192.39095   2.71429    8.782   6.820  2.85955741135913  21.2016051   67.1679 /T   20.7888    0.000000   0.8659649   122.34518   35.308619         n.a.     n.a.
 2023-Jul-26 22:36     192.39156   2.71391    8.782   6.820  2.85958292203764  21.2014322   67.1666 /T   20.7886    0.000000   0.8659748   122.34484   35.307850         n.a.     n.a.
 2023-Jul-26 22:39     192.39217   2.71352    8.782   6.820  2.85960843250805  21.2012592   67.1653 /T   20.7883    0.000000   0.8659846   122.34449   35.307080         n.a.     n.a.
 2023-Jul-26 22:42     192.39278   2.71313    8.782   6.820  2.85963394277040  21.2010863   67.1641 /T   20.7881    0.000000   0.8659945   122.34415   35.306311         n.a.     n.a.
 2023-Jul-26 22:45     192.39339   2.71275    8.782   6.820  2.85965945282462  21.2009133   67.1628 /T   20.7879    0.000000   0.8660044   122.34381   35.305542         n.a.     n.a.
 2023-Jul-26 22:48     192.39400   2.71236    8.782   6.820  2.85968496267076  21.2007404   67.1615 /T   20.7877    0.000000   0.8660142   122.34346   35.304773         n.a.     n.a.
 2023-Jul-26 22:51     192.39461   2.71198    8.782   6.820  2.85971047230877  21.2005674   67.1603 /T   20.7875    0.000000   0.8660241   122.34312   35.304004         n.a.     n.a.
 2023-Jul-26 22:54     192.39522   2.71159    8.782   6.820  2.85973598173866  21.2003945   67.1590 /T   20.7872    0.000000   0.8660339   122.34278   35.303235         n.a.     n.a.
 2023-Jul-26 22:57     192.39583   2.71120    8.782   6.820  2.85976149096040  21.2002215   67.1577 /T   20.7870    0.000000   0.8660438   122.34243   35.302466         n.a.     n.a.
 2023-Jul-26 23:00     192.39644   2.71082    8.782   6.820  2.85978699997401  21.2000485   67.1565 /T   20.7868    0.000000   0.8660536   122.34209   35.301697         n.a.     n.a.
 2023-Jul-26 23:03     192.39705   2.71043    8.782   6.820  2.85981250877945  21.1998755   67.1552 /T   20.7866    0.000000   0.8660635   122.34174   35.300928         n.a.     n.a.
 2023-Jul-26 23:06     192.39766   2.71004    8.782   6.820  2.85983801737675  21.1997025   67.1539 /T   20.7864    0.000000   0.8660733   122.34140   35.300159         n.a.     n.a.
 2023-Jul-26 23:09     192.39827   2.70966    8.782   6.820  2.85986352576586  21.1995295   67.1527 /T   20.7862    0.000000   0.8660832   122.34106   35.299390         n.a.     n.a.
 2023-Jul-26 23:12     192.39888   2.70927    8.782   6.820  2.85988903394678  21.1993565   67.1514 /T   20.7859    0.000000   0.8660930   122.34071   35.298621         n.a.     n.a.
 2023-Jul-26 23:15     192.39949   2.70888    8.782   6.820  2.85991454191952  21.1991835   67.1501 /T   20.7857    0.000000   0.8661029   122.34037   35.297852         n.a.     n.a.
 2023-Jul-26 23:18     192.40010   2.70850    8.782   6.820  2.85994004968404  21.1990104   67.1489 /T   20.7855    0.000000   0.8661127   122.34003   35.297084         n.a.     n.a.
 2023-Jul-26 23:21     192.40071   2.70811    8.782   6.820  2.85996555724036  21.1988374   67.1476 /T   20.7853    0.000000   0.8661226   122.33968   35.296315         n.a.     n.a.
 2023-Jul-26 23:24     192.40132   2.70773    8.782   6.820  2.85999106458844  21.1986643   67.1464 /T   20.7851    0.000000   0.8661324   122.33934   35.295546         n.a.     n.a.
 2023-Jul-26 23:27     192.40193   2.70734    8.782   6.820  2.86001657172830  21.1984913   67.1451 /T   20.7848    0.000000   0.8661422   122.33900   35.294777         n.a.     n.a.
 2023-Jul-26 23:30     192.40254   2.70695    8.782   6.820  2.86004207865991  21.1983182   67.1438 /T   20.7846    0.000000   0.8661521   122.33865   35.294008         n.a.     n.a.
 2023-Jul-26 23:33     192.40315   2.70657    8.782   6.820  2.86006758538328  21.1981451   67.1426 /T   20.7844    0.000000   0.8661619   122.33831   35.293239         n.a.     n.a.
 2023-Jul-26 23:36     192.40376   2.70618    8.782   6.820  2.86009309189837  21.1979721   67.1413 /T   20.7842    0.000000   0.8661718   122.33797   35.292471         n.a.     n.a.
 2023-Jul-26 23:39     192.40437   2.70579    8.782   6.820  2.86011859820520  21.1977990   67.1400 /T   20.7840    0.000000   0.8661816   122.33762   35.291702         n.a.     n.a.
 2023-Jul-26 23:42     192.40498   2.70541    8.782   6.820  2.86014410430374  21.1976259   67.1388 /T   20.7837    0.000000   0.8661915   122.33728   35.290933         n.a.     n.a.
 2023-Jul-26 23:45     192.40559   2.70502    8.782   6.820  2.86016961019400  21.1974528   67.1375 /T   20.7835    0.000000   0.8662013   122.33693   35.290164         n.a.     n.a.
 2023-Jul-26 23:48     192.40620   2.70463    8.782   6.820  2.86019511587595  21.1972796   67.1362 /T   20.7833    0.000000   0.8662112   122.33659   35.289395         n.a.     n.a.
 2023-Jul-26 23:51     192.40681   2.70425    8.782   6.820  2.86022062134960  21.1971065   67.1350 /T   20.7831    0.000000   0.8662210   122.33625   35.288627         n.a.     n.a.
 2023-Jul-26 23:54     192.40742   2.70386    8.782   6.820  2.86024612661493  21.1969334   67.1337 /T   20.7829    0.000000   0.8662308   122.33590   35.287858         n.a.     n.a.
 2023-Jul-26 23:57     192.40803   2.70348    8.782   6.820  2.86027163167192  21.1967603   67.1324 /T   20.7827    0.000000   0.8662407   122.33556   35.287089         n.a.     n.a.
