 Date__(UT)__HR:MN     RA             DEC    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-Jul-25 01:03     191.83952   3.06553    8.769   6.825  2.83625771586708  21.3554461   68.3232 /T   20.9840    0.000000   0.8568231   122.66296   36.014984         n.a.     n.a.
 2023-Jul-25 01:06     191.84012   3.06515    8.769   6.825  2.83628341166543  21.3552810   68.3219 /T   20.9838    0.000000   0.8568333   122.66261   36.014201         n.a.     n.a.
 2023-Jul-25 01:09     191.84072   3.06476    8.769   6.825  2.83630910726522  21.3551160   68.3207 /T   20.9836    0.000000   0.8568436   122.66225   36.013418         n.a.     n.a.
 2023-Jul-25 01:12     191.84132   3.06438    8.769   6.825  2.83633480266643  21.3549510   68.3194 /T   20.9834    0.000000   0.8568538   122.66190   36.012635         n.a.     n.a.
 2023-Jul-25 01:15     191.84193   3.06399    8.769   6.825  2.83636049786901  21.3547859   68.3181 /T   20.9832    0.000000   0.8568640   122.66154   36.011851         n.a.     n.a.
 2023-Jul-25 01:18     191.84253   3.06360    8.769   6.825  2.83638619287301  21.3546209   68.3168 /T   20.9830    0.000000   0.8568743   122.66119   36.011068         n.a.     n.a.
 2023-Jul-25 01:21     191.84313   3.06322    8.769   6.825  2.83641188767836  21.3544558   68.3156 /T   20.9828    0.000000   0.8568845   122.66083   36.010285         n.a.     n.a.
 2023-Jul-25 01:24     191.84373   3.06283    8.769   6.825  2.83643758228510  21.3542907   68.3143 /T   20.9826    0.000000   0.8568947   122.66048   36.009502         n.a.     n.a.
 2023-Jul-25 01:27     191.84433   3.06245    8.769   6.825  2.83646327669318  21.3541256   68.3130 /T   20.9823    0.000000   0.8569050   122.66012   36.008719         n.a.     n.a.
 2023-Jul-25 01:30     191.84493   3.06206    8.769   6.825  2.83648897090262  21.3539605   68.3117 /T   20.9821    0.000000   0.8569152   122.65977   36.007936         n.a.     n.a.
 2023-Jul-25 01:33     191.84554   3.06168    8.769   6.825  2.83651466491337  21.3537954   68.3105 /T   20.9819    0.000000   0.8569255   122.65942   36.007153         n.a.     n.a.
 2023-Jul-25 01:36     191.84614   3.06129    8.769   6.825  2.83654035872547  21.3536303   68.3092 /T   20.9817    0.000000   0.8569357   122.65906   36.006369         n.a.     n.a.
 2023-Jul-25 01:39     191.84674   3.06091    8.770   6.825  2.83656605233886  21.3534652   68.3079 /T   20.9815    0.000000   0.8569459   122.65871   36.005586         n.a.     n.a.
 2023-Jul-25 01:42     191.84734   3.06052    8.770   6.825  2.83659174575357  21.3533000   68.3067 /T   20.9813    0.000000   0.8569562   122.65835   36.004803         n.a.     n.a.
 2023-Jul-25 01:45     191.84794   3.06013    8.770   6.825  2.83661743896955  21.3531349   68.3054 /T   20.9811    0.000000   0.8569664   122.65800   36.004020         n.a.     n.a.
 2023-Jul-25 01:48     191.84855   3.05975    8.770   6.825  2.83664313198683  21.3529697   68.3041 /T   20.9809    0.000000   0.8569766   122.65764   36.003237         n.a.     n.a.
 2023-Jul-25 01:51     191.84915   3.05936    8.770   6.825  2.83666882480535  21.3528046   68.3028 /T   20.9807    0.000000   0.8569869   122.65729   36.002454         n.a.     n.a.
 2023-Jul-25 01:54     191.84975   3.05898    8.770   6.825  2.83669451742515  21.3526394   68.3016 /T   20.9804    0.000000   0.8569971   122.65693   36.001671         n.a.     n.a.
 2023-Jul-25 01:57     191.85035   3.05859    8.770   6.825  2.83672020984620  21.3524742   68.3003 /T   20.9802    0.000000   0.8570073   122.65658   36.000888         n.a.     n.a.
 2023-Jul-25 02:00     191.85095   3.05821    8.770   6.825  2.83674590206846  21.3523090   68.2990 /T   20.9800    0.000000   0.8570176   122.65622   36.000105         n.a.     n.a.
 2023-Jul-25 02:03     191.85156   3.05782    8.770   6.825  2.83677159409196  21.3521438   68.2977 /T   20.9798    0.000000   0.8570278   122.65587   35.999322         n.a.     n.a.
 2023-Jul-25 02:06     191.85216   3.05743    8.770   6.825  2.83679728591665  21.3519786   68.2965 /T   20.9796    0.000000   0.8570380   122.65551   35.998540         n.a.     n.a.
 2023-Jul-25 02:09     191.85276   3.05705    8.770   6.825  2.83682297754257  21.3518134   68.2952 /T   20.9794    0.000000   0.8570482   122.65516   35.997757         n.a.     n.a.
 2023-Jul-25 02:12     191.85336   3.05666    8.770   6.825  2.83684866896965  21.3516482   68.2939 /T   20.9792    0.000000   0.8570585   122.65481   35.996974         n.a.     n.a.
 2023-Jul-25 02:15     191.85396   3.05628    8.770   6.825  2.83687436019793  21.3514829   68.2927 /T   20.9790    0.000000   0.8570687   122.65445   35.996191         n.a.     n.a.
 2023-Jul-25 02:18     191.85456   3.05589    8.770   6.825  2.83690005122737  21.3513177   68.2914 /T   20.9788    0.000000   0.8570789   122.65410   35.995408         n.a.     n.a.
 2023-Jul-25 02:21     191.85517   3.05551    8.770   6.825  2.83692574205797  21.3511524   68.2901 /T   20.9786    0.000000   0.8570892   122.65374   35.994625         n.a.     n.a.
 2023-Jul-25 02:24     191.85577   3.05512    8.770   6.825  2.83695143268970  21.3509872   68.2888 /T   20.9783    0.000000   0.8570994   122.65339   35.993842         n.a.     n.a.
 2023-Jul-25 02:27     191.85637   3.05474    8.770   6.825  2.83697712312259  21.3508219   68.2876 /T   20.9781    0.000000   0.8571096   122.65303   35.993060         n.a.     n.a.
 2023-Jul-25 02:30     191.85697   3.05435    8.770   6.825  2.83700281335658  21.3506566   68.2863 /T   20.9779    0.000000   0.8571199   122.65268   35.992277         n.a.     n.a.
 2023-Jul-25 02:33     191.85757   3.05396    8.770   6.825  2.83702850339170  21.3504913   68.2850 /T   20.9777    0.000000   0.8571301   122.65232   35.991494         n.a.     n.a.
 2023-Jul-25 02:36     191.85818   3.05358    8.770   6.825  2.83705419322790  21.3503260   68.2837 /T   20.9775    0.000000   0.8571403   122.65197   35.990711         n.a.     n.a.
 2023-Jul-25 02:39     191.85878   3.05319    8.770   6.825  2.83707988286521  21.3501607   68.2825 /T   20.9773    0.000000   0.8571505   122.65162   35.989928         n.a.     n.a.
 2023-Jul-25 02:42     191.85938   3.05281    8.770   6.825  2.83710557230360  21.3499954   68.2812 /T   20.9771    0.000000   0.8571608   122.65126   35.989146         n.a.     n.a.
 2023-Jul-25 02:45     191.85998   3.05242    8.770   6.825  2.83713126154304  21.3498301   68.2799 /T   20.9769    0.000000   0.8571710   122.65091   35.988363         n.a.     n.a.
 2023-Jul-25 02:48     191.86059   3.05204    8.770   6.825  2.83715695058355  21.3496647   68.2787 /T   20.9767    0.000000   0.8571812   122.65055   35.987580         n.a.     n.a.
 2023-Jul-25 02:51     191.86119   3.05165    8.770   6.825  2.83718263942510  21.3494994   68.2774 /T   20.9764    0.000000   0.8571914   122.65020   35.986798         n.a.     n.a.
 2023-Jul-25 02:54     191.86179   3.05127    8.770   6.825  2.83720832806769  21.3493340   68.2761 /T   20.9762    0.000000   0.8572017   122.64984   35.986015         n.a.     n.a.
 2023-Jul-25 02:57     191.86239   3.05088    8.770   6.825  2.83723401651129  21.3491687   68.2748 /T   20.9760    0.000000   0.8572119   122.64949   35.985232         n.a.     n.a.
 2023-Jul-25 03:00     191.86299   3.05049    8.770   6.825  2.83725970475592  21.3490033   68.2736 /T   20.9758    0.000000   0.8572221   122.64914   35.984450         n.a.     n.a.
 2023-Jul-25 03:03     191.86360   3.05011    8.770   6.825  2.83728539280153  21.3488379   68.2723 /T   20.9756    0.000000   0.8572323   122.64878   35.983667         n.a.     n.a.
 2023-Jul-25 03:06     191.86420   3.04972    8.770   6.825  2.83731108064815  21.3486725   68.2710 /T   20.9754    0.000000   0.8572425   122.64843   35.982884         n.a.     n.a.
 2023-Jul-25 03:09     191.86480   3.04934    8.770   6.825  2.83733676829573  21.3485071   68.2697 /T   20.9752    0.000000   0.8572528   122.64807   35.982102         n.a.     n.a.
 2023-Jul-25 03:12     191.86540   3.04895    8.770   6.825  2.83736245574430  21.3483417   68.2685 /T   20.9750    0.000000   0.8572630   122.64772   35.981319         n.a.     n.a.
 2023-Jul-25 03:15     191.86600   3.04857    8.770   6.825  2.83738814299381  21.3481763   68.2672 /T   20.9748    0.000000   0.8572732   122.64736   35.980537         n.a.     n.a.
 2023-Jul-25 03:18     191.86661   3.04818    8.770   6.825  2.83741383004428  21.3480109   68.2659 /T   20.9746    0.000000   0.8572834   122.64701   35.979754         n.a.     n.a.
 2023-Jul-25 03:21     191.86721   3.04779    8.770   6.825  2.83743951689567  21.3478454   68.2646 /T   20.9743    0.000000   0.8572937   122.64666   35.978971         n.a.     n.a.
 2023-Jul-25 03:24     191.86781   3.04741    8.770   6.825  2.83746520354800  21.3476800   68.2634 /T   20.9741    0.000000   0.8573039   122.64630   35.978189         n.a.     n.a.
 2023-Jul-25 03:27     191.86841   3.04702    8.770   6.825  2.83749089000124  21.3475145   68.2621 /T   20.9739    0.000000   0.8573141   122.64595   35.977406         n.a.     n.a.
 2023-Jul-25 03:30     191.86902   3.04664    8.770   6.825  2.83751657625537  21.3473490   68.2608 /T   20.9737    0.000000   0.8573243   122.64559   35.976624         n.a.     n.a.
 2023-Jul-25 03:33     191.86962   3.04625    8.770   6.825  2.83754226231040  21.3471836   68.2596 /T   20.9735    0.000000   0.8573345   122.64524   35.975841         n.a.     n.a.
 2023-Jul-25 03:36     191.87022   3.04587    8.770   6.825  2.83756794816630  21.3470181   68.2583 /T   20.9733    0.000000   0.8573447   122.64489   35.975059         n.a.     n.a.
 2023-Jul-25 03:39     191.87082   3.04548    8.770   6.825  2.83759363382308  21.3468526   68.2570 /T   20.9731    0.000000   0.8573550   122.64453   35.974276         n.a.     n.a.
 2023-Jul-25 03:42     191.87142   3.04510    8.770   6.825  2.83761931928071  21.3466871   68.2557 /T   20.9729    0.000000   0.8573652   122.64418   35.973494         n.a.     n.a.
 2023-Jul-25 03:45     191.87203   3.04471    8.770   6.825  2.83764500453919  21.3465216   68.2545 /T   20.9727    0.000000   0.8573754   122.64382   35.972712         n.a.     n.a.
 2023-Jul-25 03:48     191.87263   3.04432    8.770   6.825  2.83767068959850  21.3463561   68.2532 /T   20.9724    0.000000   0.8573856   122.64347   35.971929         n.a.     n.a.
 2023-Jul-25 03:51     191.87323   3.04394    8.770   6.825  2.83769637445865  21.3461905   68.2519 /T   20.9722    0.000000   0.8573958   122.64311   35.971147         n.a.     n.a.
 2023-Jul-25 03:54     191.87383   3.04355    8.770   6.825  2.83772205911959  21.3460250   68.2506 /T   20.9720    0.000000   0.8574060   122.64276   35.970364         n.a.     n.a.
 2023-Jul-25 03:57     191.87444   3.04317    8.770   6.825  2.83774774358135  21.3458594   68.2494 /T   20.9718    0.000000   0.8574163   122.64241   35.969582         n.a.     n.a.
 2023-Jul-25 04:00     191.87504   3.04278    8.770   6.825  2.83777342784389  21.3456939   68.2481 /T   20.9716    0.000000   0.8574265   122.64205   35.968800         n.a.     n.a.
 2023-Jul-25 04:03     191.87564   3.04240    8.770   6.825  2.83779911190723  21.3455283   68.2468 /T   20.9714    0.000000   0.8574367   122.64170   35.968017         n.a.     n.a.
 2023-Jul-25 04:06     191.87624   3.04201    8.770   6.825  2.83782479577131  21.3453627   68.2456 /T   20.9712    0.000000   0.8574469   122.64134   35.967235         n.a.     n.a.
 2023-Jul-25 04:09     191.87684   3.04162    8.770   6.825  2.83785047943618  21.3451971   68.2443 /T   20.9710    0.000000   0.8574571   122.64099   35.966453         n.a.     n.a.
 2023-Jul-25 04:12     191.87745   3.04124    8.770   6.825  2.83787616290178  21.3450316   68.2430 /T   20.9708    0.000000   0.8574673   122.64064   35.965671         n.a.     n.a.
 2023-Jul-25 04:15     191.87805   3.04085    8.770   6.825  2.83790184616811  21.3448659   68.2417 /T   20.9705    0.000000   0.8574775   122.64028   35.964888         n.a.     n.a.
 2023-Jul-25 04:18     191.87865   3.04047    8.770   6.825  2.83792752923518  21.3447003   68.2405 /T   20.9703    0.000000   0.8574878   122.63993   35.964106         n.a.     n.a.
 2023-Jul-25 04:21     191.87925   3.04008    8.770   6.825  2.83795321210295  21.3445347   68.2392 /T   20.9701    0.000000   0.8574980   122.63957   35.963324         n.a.     n.a.
 2023-Jul-25 04:24     191.87986   3.03970    8.770   6.825  2.83797889477144  21.3443691   68.2379 /T   20.9699    0.000000   0.8575082   122.63922   35.962542         n.a.     n.a.
 2023-Jul-25 04:27     191.88046   3.03931    8.770   6.825  2.83800457724060  21.3442034   68.2366 /T   20.9697    0.000000   0.8575184   122.63887   35.961759         n.a.     n.a.
 2023-Jul-25 04:30     191.88106   3.03892    8.770   6.825  2.83803025951046  21.3440378   68.2354 /T   20.9695    0.000000   0.8575286   122.63851   35.960977         n.a.     n.a.
 2023-Jul-25 04:33     191.88166   3.03854    8.770   6.825  2.83805594158098  21.3438721   68.2341 /T   20.9693    0.000000   0.8575388   122.63816   35.960195         n.a.     n.a.
 2023-Jul-25 04:36     191.88227   3.03815    8.770   6.825  2.83808162345217  21.3437065   68.2328 /T   20.9691    0.000000   0.8575490   122.63780   35.959413         n.a.     n.a.
 2023-Jul-25 04:39     191.88287   3.03777    8.770   6.825  2.83810730512399  21.3435408   68.2316 /T   20.9689    0.000000   0.8575592   122.63745   35.958631         n.a.     n.a.
 2023-Jul-25 04:42     191.88347   3.03738    8.770   6.825  2.83813298659646  21.3433751   68.2303 /T   20.9686    0.000000   0.8575694   122.63710   35.957849         n.a.     n.a.
 2023-Jul-25 04:45     191.88407   3.03700    8.770   6.825  2.83815866786955  21.3432094   68.2290 /T   20.9684    0.000000   0.8575796   122.63674   35.957066         n.a.     n.a.
 2023-Jul-25 04:48     191.88468   3.03661    8.770   6.825  2.83818434894326  21.3430437   68.2277 /T   20.9682    0.000000   0.8575899   122.63639   35.956284         n.a.     n.a.
 2023-Jul-25 04:51     191.88528   3.03623    8.770   6.825  2.83821002981758  21.3428780   68.2265 /T   20.9680    0.000000   0.8576001   122.63604   35.955502         n.a.     n.a.
 2023-Jul-25 04:54     191.88588   3.03584    8.770   6.825  2.83823571049248  21.3427123   68.2252 /T   20.9678    0.000000   0.8576103   122.63568   35.954720         n.a.     n.a.
 2023-Jul-25 04:57     191.88648   3.03545    8.770   6.825  2.83826139096797  21.3425465   68.2239 /T   20.9676    0.000000   0.8576205   122.63533   35.953938         n.a.     n.a.
 2023-Jul-25 05:00     191.88709   3.03507    8.770   6.825  2.83828707124402  21.3423808   68.2226 /T   20.9674    0.000000   0.8576307   122.63497   35.953156         n.a.     n.a.
 2023-Jul-25 05:03     191.88769   3.03468    8.770   6.825  2.83831275132065  21.3422150   68.2214 /T   20.9672    0.000000   0.8576409   122.63462   35.952374         n.a.     n.a.
 2023-Jul-25 05:06     191.88829   3.03430    8.770   6.825  2.83833843119780  21.3420493   68.2201 /T   20.9670    0.000000   0.8576511   122.63427   35.951592         n.a.     n.a.
 2023-Jul-25 05:09     191.88889   3.03391    8.770   6.825  2.83836411087552  21.3418835   68.2188 /T   20.9668    0.000000   0.8576613   122.63391   35.950810         n.a.     n.a.
 2023-Jul-25 05:12     191.88950   3.03353    8.770   6.825  2.83838979035374  21.3417177   68.2176 /T   20.9665    0.000000   0.8576715   122.63356   35.950028         n.a.     n.a.
 2023-Jul-25 05:15     191.89010   3.03314    8.771   6.825  2.83841546963249  21.3415519   68.2163 /T   20.9663    0.000000   0.8576817   122.63321   35.949246         n.a.     n.a.
 2023-Jul-25 05:18     191.89070   3.03275    8.771   6.825  2.83844114871173  21.3413862   68.2150 /T   20.9661    0.000000   0.8576919   122.63285   35.948464         n.a.     n.a.
 2023-Jul-25 05:21     191.89130   3.03237    8.771   6.825  2.83846682759149  21.3412203   68.2137 /T   20.9659    0.000000   0.8577021   122.63250   35.947682         n.a.     n.a.
 2023-Jul-25 05:24     191.89191   3.03198    8.771   6.825  2.83849250627171  21.3410545   68.2125 /T   20.9657    0.000000   0.8577123   122.63214   35.946900         n.a.     n.a.
 2023-Jul-25 05:27     191.89251   3.03160    8.771   6.825  2.83851818475242  21.3408887   68.2112 /T   20.9655    0.000000   0.8577225   122.63179   35.946118         n.a.     n.a.
 2023-Jul-25 05:30     191.89311   3.03121    8.771   6.825  2.83854386303357  21.3407229   68.2099 /T   20.9653    0.000000   0.8577327   122.63144   35.945336         n.a.     n.a.
 2023-Jul-25 05:33     191.89371   3.03083    8.771   6.825  2.83856954111519  21.3405570   68.2087 /T   20.9651    0.000000   0.8577429   122.63108   35.944555         n.a.     n.a.
 2023-Jul-25 05:36     191.89432   3.03044    8.771   6.825  2.83859521899724  21.3403912   68.2074 /T   20.9649    0.000000   0.8577531   122.63073   35.943773         n.a.     n.a.
 2023-Jul-25 05:39     191.89492   3.03005    8.771   6.825  2.83862089667971  21.3402253   68.2061 /T   20.9646    0.000000   0.8577633   122.63038   35.942991         n.a.     n.a.
 2023-Jul-25 05:42     191.89552   3.02967    8.771   6.825  2.83864657416262  21.3400595   68.2048 /T   20.9644    0.000000   0.8577735   122.63002   35.942209         n.a.     n.a.
 2023-Jul-25 05:45     191.89612   3.02928    8.771   6.825  2.83867225144591  21.3398936   68.2036 /T   20.9642    0.000000   0.8577837   122.62967   35.941427         n.a.     n.a.
 2023-Jul-25 05:48     191.89673   3.02890    8.771   6.825  2.83869792852961  21.3397277   68.2023 /T   20.9640    0.000000   0.8577939   122.62931   35.940645         n.a.     n.a.
 2023-Jul-25 05:51     191.89733   3.02851    8.771   6.825  2.83872360541368  21.3395618   68.2010 /T   20.9638    0.000000   0.8578041   122.62896   35.939864         n.a.     n.a.
 2023-Jul-25 05:54     191.89793   3.02813    8.771   6.825  2.83874928209814  21.3393959   68.1997 /T   20.9636    0.000000   0.8578143   122.62861   35.939082         n.a.     n.a.
 2023-Jul-25 05:57     191.89853   3.02774    8.771   6.825  2.83877495858295  21.3392300   68.1985 /T   20.9634    0.000000   0.8578245   122.62825   35.938300         n.a.     n.a.
 2023-Jul-25 06:00     191.89914   3.02735    8.771   6.825  2.83880063486812  21.3390640   68.1972 /T   20.9632    0.000000   0.8578347   122.62790   35.937518         n.a.     n.a.
 2023-Jul-25 06:03     191.89974   3.02697    8.771   6.825  2.83882631095362  21.3388981   68.1959 /T   20.9630    0.000000   0.8578449   122.62755   35.936737         n.a.     n.a.
 2023-Jul-25 06:06     191.90034   3.02658    8.771   6.825  2.83885198683946  21.3387322   68.1947 /T   20.9627    0.000000   0.8578551   122.62719   35.935955         n.a.     n.a.
 2023-Jul-25 06:09     191.90095   3.02620    8.771   6.825  2.83887766252560  21.3385662   68.1934 /T   20.9625    0.000000   0.8578653   122.62684   35.935173         n.a.     n.a.
 2023-Jul-25 06:12     191.90155   3.02581    8.771   6.825  2.83890333801207  21.3384003   68.1921 /T   20.9623    0.000000   0.8578755   122.62649   35.934392         n.a.     n.a.
 2023-Jul-25 06:15     191.90215   3.02543    8.771   6.825  2.83892901329882  21.3382343   68.1908 /T   20.9621    0.000000   0.8578857   122.62613   35.933610         n.a.     n.a.
 2023-Jul-25 06:18     191.90275   3.02504    8.771   6.825  2.83895468838587  21.3380683   68.1896 /T   20.9619    0.000000   0.8578959   122.62578   35.932828         n.a.     n.a.
 2023-Jul-25 06:21     191.90336   3.02466    8.771   6.825  2.83898036327319  21.3379023   68.1883 /T   20.9617    0.000000   0.8579061   122.62543   35.932047         n.a.     n.a.
 2023-Jul-25 06:24     191.90396   3.02427    8.771   6.824  2.83900603796076  21.3377363   68.1870 /T   20.9615    0.000000   0.8579163   122.62507   35.931265         n.a.     n.a.
 2023-Jul-25 06:27     191.90456   3.02388    8.771   6.824  2.83903171244860  21.3375703   68.1857 /T   20.9613    0.000000   0.8579265   122.62472   35.930484         n.a.     n.a.
 2023-Jul-25 06:30     191.90516   3.02350    8.771   6.824  2.83905738673666  21.3374043   68.1845 /T   20.9610    0.000000   0.8579367   122.62437   35.929702         n.a.     n.a.
 2023-Jul-25 06:33     191.90577   3.02311    8.771   6.824  2.83908306082497  21.3372383   68.1832 /T   20.9608    0.000000   0.8579469   122.62401   35.928920         n.a.     n.a.
 2023-Jul-25 06:36     191.90637   3.02273    8.771   6.824  2.83910873471349  21.3370722   68.1819 /T   20.9606    0.000000   0.8579571   122.62366   35.928139         n.a.     n.a.
 2023-Jul-25 06:39     191.90697   3.02234    8.771   6.824  2.83913440840222  21.3369062   68.1807 /T   20.9604    0.000000   0.8579672   122.62331   35.927357         n.a.     n.a.
 2023-Jul-25 06:42     191.90758   3.02196    8.771   6.824  2.83916008189114  21.3367402   68.1794 /T   20.9602    0.000000   0.8579774   122.62295   35.926576         n.a.     n.a.
 2023-Jul-25 06:45     191.90818   3.02157    8.771   6.824  2.83918575518026  21.3365741   68.1781 /T   20.9600    0.000000   0.8579876   122.62260   35.925794         n.a.     n.a.
 2023-Jul-25 06:48     191.90878   3.02118    8.771   6.824  2.83921142826954  21.3364080   68.1768 /T   20.9598    0.000000   0.8579978   122.62225   35.925013         n.a.     n.a.
 2023-Jul-25 06:51     191.90938   3.02080    8.771   6.824  2.83923710115900  21.3362419   68.1756 /T   20.9596    0.000000   0.8580080   122.62189   35.924231         n.a.     n.a.
 2023-Jul-25 06:54     191.90999   3.02041    8.771   6.824  2.83926277384860  21.3360759   68.1743 /T   20.9594    0.000000   0.8580182   122.62154   35.923450         n.a.     n.a.
 2023-Jul-25 06:57     191.91059   3.02003    8.771   6.824  2.83928844633836  21.3359098   68.1730 /T   20.9591    0.000000   0.8580284   122.62119   35.922668         n.a.     n.a.
 2023-Jul-25 07:00     191.91119   3.01964    8.771   6.824  2.83931411862823  21.3357437   68.1718 /T   20.9589    0.000000   0.8580386   122.62083   35.921887         n.a.     n.a.
 2023-Jul-25 07:03     191.91180   3.01926    8.771   6.824  2.83933979071825  21.3355775   68.1705 /T   20.9587    0.000000   0.8580488   122.62048   35.921106         n.a.     n.a.
 2023-Jul-25 07:06     191.91240   3.01887    8.771   6.824  2.83936546260837  21.3354114   68.1692 /T   20.9585    0.000000   0.8580590   122.62013   35.920324         n.a.     n.a.
 2023-Jul-25 07:09     191.91300   3.01848    8.771   6.824  2.83939113429857  21.3352453   68.1679 /T   20.9583    0.000000   0.8580691   122.61977   35.919543         n.a.     n.a.
 2023-Jul-25 07:12     191.91360   3.01810    8.771   6.824  2.83941680578887  21.3350791   68.1667 /T   20.9581    0.000000   0.8580793   122.61942   35.918761         n.a.     n.a.
 2023-Jul-25 07:15     191.91421   3.01771    8.771   6.824  2.83944247707924  21.3349130   68.1654 /T   20.9579    0.000000   0.8580895   122.61907   35.917980         n.a.     n.a.
 2023-Jul-25 07:18     191.91481   3.01733    8.771   6.824  2.83946814816969  21.3347468   68.1641 /T   20.9577    0.000000   0.8580997   122.61871   35.917199         n.a.     n.a.
 2023-Jul-25 07:21     191.91541   3.01694    8.771   6.824  2.83949381906018  21.3345807   68.1628 /T   20.9575    0.000000   0.8581099   122.61836   35.916417         n.a.     n.a.
 2023-Jul-25 07:24     191.91602   3.01656    8.771   6.824  2.83951948975073  21.3344145   68.1616 /T   20.9572    0.000000   0.8581201   122.61801   35.915636         n.a.     n.a.
 2023-Jul-25 07:27     191.91662   3.01617    8.771   6.824  2.83954516024130  21.3342483   68.1603 /T   20.9570    0.000000   0.8581303   122.61765   35.914855         n.a.     n.a.
 2023-Jul-25 07:30     191.91722   3.01578    8.771   6.824  2.83957083053190  21.3340821   68.1590 /T   20.9568    0.000000   0.8581404   122.61730   35.914074         n.a.     n.a.
 2023-Jul-25 07:33     191.91782   3.01540    8.771   6.824  2.83959650062250  21.3339159   68.1578 /T   20.9566    0.000000   0.8581506   122.61695   35.913292         n.a.     n.a.
 2023-Jul-25 07:36     191.91843   3.01501    8.771   6.824  2.83962217051312  21.3337497   68.1565 /T   20.9564    0.000000   0.8581608   122.61659   35.912511         n.a.     n.a.
 2023-Jul-25 07:39     191.91903   3.01463    8.771   6.824  2.83964784020370  21.3335834   68.1552 /T   20.9562    0.000000   0.8581710   122.61624   35.911730         n.a.     n.a.
