 Date__(UT)__HR:MN     RA             DEC    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-Jul-25 07:42     191.91963   3.01424    8.771   6.824  2.83967350969429  21.3334172   68.1539 /T   20.9560    0.000000   0.8581812   122.61589   35.910949         n.a.     n.a.
 2023-Jul-25 07:45     191.92024   3.01386    8.771   6.824  2.83969917898484  21.3332510   68.1527 /T   20.9558    0.000000   0.8581914   122.61553   35.910167         n.a.     n.a.
 2023-Jul-25 07:48     191.92084   3.01347    8.771   6.824  2.83972484807533  21.3330847   68.1514 /T   20.9556    0.000000   0.8582015   122.61518   35.909386         n.a.     n.a.
 2023-Jul-25 07:51     191.92144   3.01308    8.771   6.824  2.83975051696578  21.3329185   68.1501 /T   20.9553    0.000000   0.8582117   122.61483   35.908605         n.a.     n.a.
 2023-Jul-25 07:54     191.92205   3.01270    8.771   6.824  2.83977618565616  21.3327522   68.1489 /T   20.9551    0.000000   0.8582219   122.61447   35.907824         n.a.     n.a.
 2023-Jul-25 07:57     191.92265   3.01231    8.771   6.824  2.83980185414647  21.3325859   68.1476 /T   20.9549    0.000000   0.8582321   122.61412   35.907043         n.a.     n.a.
 2023-Jul-25 08:00     191.92325   3.01193    8.771   6.824  2.83982752243668  21.3324196   68.1463 /T   20.9547    0.000000   0.8582423   122.61377   35.906262         n.a.     n.a.
 2023-Jul-25 08:03     191.92386   3.01154    8.771   6.824  2.83985319052681  21.3322533   68.1450 /T   20.9545    0.000000   0.8582524   122.61342   35.905481         n.a.     n.a.
 2023-Jul-25 08:06     191.92446   3.01116    8.771   6.824  2.83987885841681  21.3320870   68.1438 /T   20.9543    0.000000   0.8582626   122.61306   35.904699         n.a.     n.a.
 2023-Jul-25 08:09     191.92506   3.01077    8.771   6.824  2.83990452610671  21.3319207   68.1425 /T   20.9541    0.000000   0.8582728   122.61271   35.903918         n.a.     n.a.
 2023-Jul-25 08:12     191.92566   3.01038    8.771   6.824  2.83993019359646  21.3317544   68.1412 /T   20.9539    0.000000   0.8582830   122.61236   35.903137         n.a.     n.a.
 2023-Jul-25 08:15     191.92627   3.01000    8.771   6.824  2.83995586088609  21.3315880   68.1399 /T   20.9536    0.000000   0.8582932   122.61200   35.902356         n.a.     n.a.
 2023-Jul-25 08:18     191.92687   3.00961    8.771   6.824  2.83998152797554  21.3314217   68.1387 /T   20.9534    0.000000   0.8583033   122.61165   35.901575         n.a.     n.a.
 2023-Jul-25 08:21     191.92747   3.00923    8.771   6.824  2.84000719486485  21.3312554   68.1374 /T   20.9532    0.000000   0.8583135   122.61130   35.900794         n.a.     n.a.
 2023-Jul-25 08:24     191.92808   3.00884    8.771   6.824  2.84003286155397  21.3310890   68.1361 /T   20.9530    0.000000   0.8583237   122.61094   35.900013         n.a.     n.a.
 2023-Jul-25 08:27     191.92868   3.00846    8.771   6.824  2.84005852804292  21.3309226   68.1349 /T   20.9528    0.000000   0.8583339   122.61059   35.899232         n.a.     n.a.
 2023-Jul-25 08:30     191.92928   3.00807    8.771   6.824  2.84008419433168  21.3307562   68.1336 /T   20.9526    0.000000   0.8583440   122.61024   35.898451         n.a.     n.a.
 2023-Jul-25 08:33     191.92989   3.00768    8.771   6.824  2.84010986042021  21.3305899   68.1323 /T   20.9524    0.000000   0.8583542   122.60989   35.897670         n.a.     n.a.
 2023-Jul-25 08:36     191.93049   3.00730    8.771   6.824  2.84013552630854  21.3304235   68.1310 /T   20.9522    0.000000   0.8583644   122.60953   35.896889         n.a.     n.a.
 2023-Jul-25 08:39     191.93109   3.00691    8.771   6.824  2.84016119199662  21.3302571   68.1298 /T   20.9520    0.000000   0.8583746   122.60918   35.896108         n.a.     n.a.
 2023-Jul-25 08:42     191.93170   3.00653    8.771   6.824  2.84018685748448  21.3300906   68.1285 /T   20.9517    0.000000   0.8583847   122.60883   35.895328         n.a.     n.a.
 2023-Jul-25 08:45     191.93230   3.00614    8.771   6.824  2.84021252277207  21.3299242   68.1272 /T   20.9515    0.000000   0.8583949   122.60847   35.894547         n.a.     n.a.
 2023-Jul-25 08:48     191.93290   3.00576    8.771   6.824  2.84023818785942  21.3297578   68.1260 /T   20.9513    0.000000   0.8584051   122.60812   35.893766         n.a.     n.a.
 2023-Jul-25 08:51     191.93351   3.00537    8.772   6.824  2.84026385274648  21.3295913   68.1247 /T   20.9511    0.000000   0.8584153   122.60777   35.892985         n.a.     n.a.
 2023-Jul-25 08:54     191.93411   3.00498    8.772   6.824  2.84028951743327  21.3294249   68.1234 /T   20.9509    0.000000   0.8584254   122.60742   35.892204         n.a.     n.a.
 2023-Jul-25 08:57     191.93471   3.00460    8.772   6.824  2.84031518191976  21.3292584   68.1221 /T   20.9507    0.000000   0.8584356   122.60706   35.891423         n.a.     n.a.
 2023-Jul-25 09:00     191.93531   3.00421    8.772   6.824  2.84034084620595  21.3290920   68.1209 /T   20.9505    0.000000   0.8584458   122.60671   35.890642         n.a.     n.a.
 2023-Jul-25 09:03     191.93592   3.00383    8.772   6.824  2.84036651029181  21.3289255   68.1196 /T   20.9503    0.000000   0.8584560   122.60636   35.889862         n.a.     n.a.
 2023-Jul-25 09:06     191.93652   3.00344    8.772   6.824  2.84039217417736  21.3287590   68.1183 /T   20.9500    0.000000   0.8584661   122.60600   35.889081         n.a.     n.a.
 2023-Jul-25 09:09     191.93712   3.00306    8.772   6.824  2.84041783786255  21.3285925   68.1171 /T   20.9498    0.000000   0.8584763   122.60565   35.888300         n.a.     n.a.
 2023-Jul-25 09:12     191.93773   3.00267    8.772   6.824  2.84044350134742  21.3284260   68.1158 /T   20.9496    0.000000   0.8584865   122.60530   35.887519         n.a.     n.a.
 2023-Jul-25 09:15     191.93833   3.00228    8.772   6.824  2.84046916463192  21.3282595   68.1145 /T   20.9494    0.000000   0.8584966   122.60495   35.886739         n.a.     n.a.
 2023-Jul-25 09:18     191.93893   3.00190    8.772   6.824  2.84049482771603  21.3280929   68.1132 /T   20.9492    0.000000   0.8585068   122.60459   35.885958         n.a.     n.a.
 2023-Jul-25 09:21     191.93954   3.00151    8.772   6.824  2.84052049059978  21.3279264   68.1120 /T   20.9490    0.000000   0.8585170   122.60424   35.885177         n.a.     n.a.
 2023-Jul-25 09:24     191.94014   3.00113    8.772   6.824  2.84054615328313  21.3277599   68.1107 /T   20.9488    0.000000   0.8585271   122.60389   35.884396         n.a.     n.a.
 2023-Jul-25 09:27     191.94074   3.00074    8.772   6.824  2.84057181576608  21.3275933   68.1094 /T   20.9486    0.000000   0.8585373   122.60354   35.883616         n.a.     n.a.
 2023-Jul-25 09:30     191.94135   3.00036    8.772   6.824  2.84059747804861  21.3274268   68.1082 /T   20.9484    0.000000   0.8585475   122.60318   35.882835         n.a.     n.a.
 2023-Jul-25 09:33     191.94195   2.99997    8.772   6.824  2.84062314013072  21.3272602   68.1069 /T   20.9481    0.000000   0.8585576   122.60283   35.882054         n.a.     n.a.
 2023-Jul-25 09:36     191.94255   2.99958    8.772   6.824  2.84064880201239  21.3270936   68.1056 /T   20.9479    0.000000   0.8585678   122.60248   35.881274         n.a.     n.a.
 2023-Jul-25 09:39     191.94316   2.99920    8.772   6.824  2.84067446369362  21.3269270   68.1043 /T   20.9477    0.000000   0.8585780   122.60213   35.880493         n.a.     n.a.
 2023-Jul-25 09:42     191.94376   2.99881    8.772   6.824  2.84070012517438  21.3267604   68.1031 /T   20.9475    0.000000   0.8585881   122.60177   35.879713         n.a.     n.a.
 2023-Jul-25 09:45     191.94436   2.99843    8.772   6.824  2.84072578645469  21.3265938   68.1018 /T   20.9473    0.000000   0.8585983   122.60142   35.878932         n.a.     n.a.
 2023-Jul-25 09:48     191.94497   2.99804    8.772   6.824  2.84075144753450  21.3264272   68.1005 /T   20.9471    0.000000   0.8586085   122.60107   35.878151         n.a.     n.a.
 2023-Jul-25 09:51     191.94557   2.99766    8.772   6.824  2.84077710841384  21.3262606   68.0992 /T   20.9469    0.000000   0.8586186   122.60071   35.877371         n.a.     n.a.
 2023-Jul-25 09:54     191.94617   2.99727    8.772   6.824  2.84080276909266  21.3260940   68.0980 /T   20.9467    0.000000   0.8586288   122.60036   35.876590         n.a.     n.a.
 2023-Jul-25 09:57     191.94678   2.99688    8.772   6.824  2.84082842957098  21.3259273   68.0967 /T   20.9464    0.000000   0.8586390   122.60001   35.875810         n.a.     n.a.
 2023-Jul-25 10:00     191.94738   2.99650    8.772   6.824  2.84085408984878  21.3257607   68.0954 /T   20.9462    0.000000   0.8586491   122.59966   35.875029         n.a.     n.a.
 2023-Jul-25 10:03     191.94798   2.99611    8.772   6.824  2.84087974992603  21.3255940   68.0942 /T   20.9460    0.000000   0.8586593   122.59930   35.874249         n.a.     n.a.
 2023-Jul-25 10:06     191.94859   2.99573    8.772   6.824  2.84090540980276  21.3254273   68.0929 /T   20.9458    0.000000   0.8586695   122.59895   35.873468         n.a.     n.a.
 2023-Jul-25 10:09     191.94919   2.99534    8.772   6.824  2.84093106947891  21.3252607   68.0916 /T   20.9456    0.000000   0.8586796   122.59860   35.872688         n.a.     n.a.
 2023-Jul-25 10:12     191.94980   2.99495    8.772   6.824  2.84095672895451  21.3250940   68.0903 /T   20.9454    0.000000   0.8586898   122.59825   35.871907         n.a.     n.a.
 2023-Jul-25 10:15     191.95040   2.99457    8.772   6.824  2.84098238822952  21.3249273   68.0891 /T   20.9452    0.000000   0.8586999   122.59789   35.871127         n.a.     n.a.
 2023-Jul-25 10:18     191.95100   2.99418    8.772   6.824  2.84100804730396  21.3247606   68.0878 /T   20.9450    0.000000   0.8587101   122.59754   35.870347         n.a.     n.a.
 2023-Jul-25 10:21     191.95161   2.99380    8.772   6.824  2.84103370617778  21.3245939   68.0865 /T   20.9448    0.000000   0.8587203   122.59719   35.869566         n.a.     n.a.
 2023-Jul-25 10:24     191.95221   2.99341    8.772   6.824  2.84105936485101  21.3244271   68.0853 /T   20.9445    0.000000   0.8587304   122.59684   35.868786         n.a.     n.a.
 2023-Jul-25 10:27     191.95281   2.99303    8.772   6.824  2.84108502332360  21.3242604   68.0840 /T   20.9443    0.000000   0.8587406   122.59648   35.868005         n.a.     n.a.
 2023-Jul-25 10:30     191.95342   2.99264    8.772   6.824  2.84111068159557  21.3240937   68.0827 /T   20.9441    0.000000   0.8587507   122.59613   35.867225         n.a.     n.a.
 2023-Jul-25 10:33     191.95402   2.99225    8.772   6.824  2.84113633966689  21.3239269   68.0814 /T   20.9439    0.000000   0.8587609   122.59578   35.866445         n.a.     n.a.
 2023-Jul-25 10:36     191.95462   2.99187    8.772   6.824  2.84116199753757  21.3237602   68.0802 /T   20.9437    0.000000   0.8587711   122.59543   35.865664         n.a.     n.a.
 2023-Jul-25 10:39     191.95523   2.99148    8.772   6.824  2.84118765520759  21.3235934   68.0789 /T   20.9435    0.000000   0.8587812   122.59507   35.864884         n.a.     n.a.
 2023-Jul-25 10:42     191.95583   2.99110    8.772   6.824  2.84121331267691  21.3234266   68.0776 /T   20.9433    0.000000   0.8587914   122.59472   35.864104         n.a.     n.a.
 2023-Jul-25 10:45     191.95643   2.99071    8.772   6.824  2.84123896994557  21.3232598   68.0764 /T   20.9431    0.000000   0.8588015   122.59437   35.863323         n.a.     n.a.
 2023-Jul-25 10:48     191.95704   2.99033    8.772   6.824  2.84126462701351  21.3230930   68.0751 /T   20.9428    0.000000   0.8588117   122.59402   35.862543         n.a.     n.a.
 2023-Jul-25 10:51     191.95764   2.98994    8.772   6.824  2.84129028388076  21.3229262   68.0738 /T   20.9426    0.000000   0.8588218   122.59367   35.861763         n.a.     n.a.
 2023-Jul-25 10:54     191.95824   2.98955    8.772   6.824  2.84131594054728  21.3227594   68.0725 /T   20.9424    0.000000   0.8588320   122.59331   35.860983         n.a.     n.a.
 2023-Jul-25 10:57     191.95885   2.98917    8.772   6.824  2.84134159701309  21.3225926   68.0713 /T   20.9422    0.000000   0.8588422   122.59296   35.860203         n.a.     n.a.
 2023-Jul-25 11:00     191.95945   2.98878    8.772   6.824  2.84136725327814  21.3224258   68.0700 /T   20.9420    0.000000   0.8588523   122.59261   35.859422         n.a.     n.a.
 2023-Jul-25 11:03     191.96006   2.98840    8.772   6.824  2.84139290934245  21.3222589   68.0687 /T   20.9418    0.000000   0.8588625   122.59226   35.858642         n.a.     n.a.
 2023-Jul-25 11:06     191.96066   2.98801    8.772   6.824  2.84141856520599  21.3220921   68.0675 /T   20.9416    0.000000   0.8588726   122.59190   35.857862         n.a.     n.a.
 2023-Jul-25 11:09     191.96126   2.98763    8.772   6.824  2.84144422086877  21.3219252   68.0662 /T   20.9414    0.000000   0.8588828   122.59155   35.857082         n.a.     n.a.
 2023-Jul-25 11:12     191.96187   2.98724    8.772   6.824  2.84146987633075  21.3217584   68.0649 /T   20.9411    0.000000   0.8588929   122.59120   35.856302         n.a.     n.a.
 2023-Jul-25 11:15     191.96247   2.98685    8.772   6.824  2.84149553159195  21.3215915   68.0636 /T   20.9409    0.000000   0.8589031   122.59085   35.855522         n.a.     n.a.
 2023-Jul-25 11:18     191.96307   2.98647    8.772   6.824  2.84152118665233  21.3214246   68.0624 /T   20.9407    0.000000   0.8589132   122.59049   35.854741         n.a.     n.a.
 2023-Jul-25 11:21     191.96368   2.98608    8.772   6.824  2.84154684151192  21.3212577   68.0611 /T   20.9405    0.000000   0.8589234   122.59014   35.853961         n.a.     n.a.
 2023-Jul-25 11:24     191.96428   2.98570    8.772   6.824  2.84157249617067  21.3210908   68.0598 /T   20.9403    0.000000   0.8589335   122.58979   35.853181         n.a.     n.a.
 2023-Jul-25 11:27     191.96488   2.98531    8.772   6.824  2.84159815062857  21.3209239   68.0586 /T   20.9401    0.000000   0.8589437   122.58944   35.852401         n.a.     n.a.
 2023-Jul-25 11:30     191.96549   2.98492    8.772   6.824  2.84162380488565  21.3207570   68.0573 /T   20.9399    0.000000   0.8589538   122.58909   35.851621         n.a.     n.a.
 2023-Jul-25 11:33     191.96609   2.98454    8.772   6.824  2.84164945894184  21.3205900   68.0560 /T   20.9397    0.000000   0.8589640   122.58873   35.850841         n.a.     n.a.
 2023-Jul-25 11:36     191.96670   2.98415    8.772   6.824  2.84167511279718  21.3204231   68.0547 /T   20.9394    0.000000   0.8589741   122.58838   35.850061         n.a.     n.a.
 2023-Jul-25 11:39     191.96730   2.98377    8.772   6.824  2.84170076645163  21.3202562   68.0535 /T   20.9392    0.000000   0.8589843   122.58803   35.849281         n.a.     n.a.
 2023-Jul-25 11:42     191.96790   2.98338    8.772   6.824  2.84172641990520  21.3200892   68.0522 /T   20.9390    0.000000   0.8589944   122.58768   35.848501         n.a.     n.a.
 2023-Jul-25 11:45     191.96851   2.98300    8.772   6.824  2.84175207315785  21.3199222   68.0509 /T   20.9388    0.000000   0.8590046   122.58733   35.847721         n.a.     n.a.
 2023-Jul-25 11:48     191.96911   2.98261    8.772   6.824  2.84177772620960  21.3197553   68.0497 /T   20.9386    0.000000   0.8590147   122.58697   35.846941         n.a.     n.a.
 2023-Jul-25 11:51     191.96971   2.98222    8.772   6.824  2.84180337906042  21.3195883   68.0484 /T   20.9384    0.000000   0.8590249   122.58662   35.846161         n.a.     n.a.
 2023-Jul-25 11:54     191.97032   2.98184    8.772   6.824  2.84182903171031  21.3194213   68.0471 /T   20.9382    0.000000   0.8590350   122.58627   35.845381         n.a.     n.a.
 2023-Jul-25 11:57     191.97092   2.98145    8.772   6.824  2.84185468415924  21.3192543   68.0458 /T   20.9380    0.000000   0.8590452   122.58592   35.844601         n.a.     n.a.
 2023-Jul-25 12:00     191.97153   2.98107    8.772   6.824  2.84188033640724  21.3190873   68.0446 /T   20.9377    0.000000   0.8590553   122.58556   35.843821         n.a.     n.a.
 2023-Jul-25 12:03     191.97213   2.98068    8.772   6.824  2.84190598845425  21.3189203   68.0433 /T   20.9375    0.000000   0.8590655   122.58521   35.843042         n.a.     n.a.
 2023-Jul-25 12:06     191.97273   2.98030    8.772   6.824  2.84193164030030  21.3187532   68.0420 /T   20.9373    0.000000   0.8590756   122.58486   35.842262         n.a.     n.a.
 2023-Jul-25 12:09     191.97334   2.97991    8.772   6.824  2.84195729194536  21.3185862   68.0408 /T   20.9371    0.000000   0.8590858   122.58451   35.841482         n.a.     n.a.
 2023-Jul-25 12:12     191.97394   2.97952    8.772   6.824  2.84198294338940  21.3184191   68.0395 /T   20.9369    0.000000   0.8590959   122.58416   35.840702         n.a.     n.a.
 2023-Jul-25 12:15     191.97455   2.97914    8.772   6.824  2.84200859463245  21.3182521   68.0382 /T   20.9367    0.000000   0.8591060   122.58380   35.839922         n.a.     n.a.
 2023-Jul-25 12:18     191.97515   2.97875    8.772   6.824  2.84203424567446  21.3180850   68.0369 /T   20.9365    0.000000   0.8591162   122.58345   35.839142         n.a.     n.a.
 2023-Jul-25 12:21     191.97575   2.97837    8.772   6.824  2.84205989651546  21.3179179   68.0357 /T   20.9363    0.000000   0.8591263   122.58310   35.838363         n.a.     n.a.
 2023-Jul-25 12:24     191.97636   2.97798    8.772   6.824  2.84208554715540  21.3177509   68.0344 /T   20.9360    0.000000   0.8591365   122.58275   35.837583         n.a.     n.a.
 2023-Jul-25 12:27     191.97696   2.97760    8.773   6.824  2.84211119759430  21.3175838   68.0331 /T   20.9358    0.000000   0.8591466   122.58240   35.836803         n.a.     n.a.
 2023-Jul-25 12:30     191.97756   2.97721    8.773   6.824  2.84213684783212  21.3174167   68.0319 /T   20.9356    0.000000   0.8591568   122.58204   35.836023         n.a.     n.a.
 2023-Jul-25 12:33     191.97817   2.97682    8.773   6.824  2.84216249786888  21.3172496   68.0306 /T   20.9354    0.000000   0.8591669   122.58169   35.835244         n.a.     n.a.
 2023-Jul-25 12:36     191.97877   2.97644    8.773   6.824  2.84218814770454  21.3170824   68.0293 /T   20.9352    0.000000   0.8591770   122.58134   35.834464         n.a.     n.a.
 2023-Jul-25 12:39     191.97938   2.97605    8.773   6.824  2.84221379733912  21.3169153   68.0280 /T   20.9350    0.000000   0.8591872   122.58099   35.833684         n.a.     n.a.
 2023-Jul-25 12:42     191.97998   2.97567    8.773   6.824  2.84223944677257  21.3167482   68.0268 /T   20.9348    0.000000   0.8591973   122.58064   35.832905         n.a.     n.a.
 2023-Jul-25 12:45     191.98058   2.97528    8.773   6.824  2.84226509600493  21.3165810   68.0255 /T   20.9346    0.000000   0.8592075   122.58029   35.832125         n.a.     n.a.
 2023-Jul-25 12:48     191.98119   2.97489    8.773   6.824  2.84229074503613  21.3164139   68.0242 /T   20.9344    0.000000   0.8592176   122.57993   35.831345         n.a.     n.a.
 2023-Jul-25 12:51     191.98179   2.97451    8.773   6.824  2.84231639386622  21.3162467   68.0230 /T   20.9341    0.000000   0.8592277   122.57958   35.830566         n.a.     n.a.
 2023-Jul-25 12:54     191.98240   2.97412    8.773   6.824  2.84234204249515  21.3160796   68.0217 /T   20.9339    0.000000   0.8592379   122.57923   35.829786         n.a.     n.a.
 2023-Jul-25 12:57     191.98300   2.97374    8.773   6.824  2.84236769092291  21.3159124   68.0204 /T   20.9337    0.000000   0.8592480   122.57888   35.829006         n.a.     n.a.
 2023-Jul-25 13:00     191.98360   2.97335    8.773   6.824  2.84239333914951  21.3157452   68.0191 /T   20.9335    0.000000   0.8592582   122.57853   35.828227         n.a.     n.a.
 2023-Jul-25 13:03     191.98421   2.97297    8.773   6.824  2.84241898717491  21.3155780   68.0179 /T   20.9333    0.000000   0.8592683   122.57817   35.827447         n.a.     n.a.
 2023-Jul-25 13:06     191.98481   2.97258    8.773   6.824  2.84244463499913  21.3154108   68.0166 /T   20.9331    0.000000   0.8592784   122.57782   35.826668         n.a.     n.a.
 2023-Jul-25 13:09     191.98542   2.97219    8.773   6.824  2.84247028262213  21.3152436   68.0153 /T   20.9329    0.000000   0.8592886   122.57747   35.825888         n.a.     n.a.
 2023-Jul-25 13:12     191.98602   2.97181    8.773   6.824  2.84249593004394  21.3150763   68.0141 /T   20.9326    0.000000   0.8592987   122.57712   35.825109         n.a.     n.a.
 2023-Jul-25 13:15     191.98662   2.97142    8.773   6.824  2.84252157726450  21.3149091   68.0128 /T   20.9324    0.000000   0.8593088   122.57677   35.824329         n.a.     n.a.
 2023-Jul-25 13:18     191.98723   2.97104    8.773   6.824  2.84254722428384  21.3147419   68.0115 /T   20.9322    0.000000   0.8593190   122.57642   35.823550         n.a.     n.a.
 2023-Jul-25 13:21     191.98783   2.97065    8.773   6.824  2.84257287110191  21.3145746   68.0102 /T   20.9320    0.000000   0.8593291   122.57606   35.822770         n.a.     n.a.
 2023-Jul-25 13:24     191.98844   2.97026    8.773   6.824  2.84259851771875  21.3144073   68.0090 /T   20.9318    0.000000   0.8593392   122.57571   35.821991         n.a.     n.a.
 2023-Jul-25 13:27     191.98904   2.96988    8.773   6.824  2.84262416413430  21.3142401   68.0077 /T   20.9316    0.000000   0.8593494   122.57536   35.821211         n.a.     n.a.
 2023-Jul-25 13:30     191.98964   2.96949    8.773   6.824  2.84264981034858  21.3140728   68.0064 /T   20.9314    0.000000   0.8593595   122.57501   35.820432         n.a.     n.a.
 2023-Jul-25 13:33     191.99025   2.96911    8.773   6.824  2.84267545636158  21.3139055   68.0052 /T   20.9312    0.000000   0.8593696   122.57466   35.819652         n.a.     n.a.
 2023-Jul-25 13:36     191.99085   2.96872    8.773   6.824  2.84270110217325  21.3137382   68.0039 /T   20.9309    0.000000   0.8593798   122.57431   35.818873         n.a.     n.a.
 2023-Jul-25 13:39     191.99146   2.96834    8.773   6.824  2.84272674778363  21.3135709   68.0026 /T   20.9307    0.000000   0.8593899   122.57395   35.818094         n.a.     n.a.
 2023-Jul-25 13:42     191.99206   2.96795    8.773   6.824  2.84275239319268  21.3134036   68.0013 /T   20.9305    0.000000   0.8594000   122.57360   35.817314         n.a.     n.a.
 2023-Jul-25 13:45     191.99266   2.96756    8.773   6.824  2.84277803840040  21.3132363   68.0001 /T   20.9303    0.000000   0.8594102   122.57325   35.816535         n.a.     n.a.
 2023-Jul-25 13:48     191.99327   2.96718    8.773   6.824  2.84280368340676  21.3130689   67.9988 /T   20.9301    0.000000   0.8594203   122.57290   35.815755         n.a.     n.a.
 2023-Jul-25 13:51     191.99387   2.96679    8.773   6.824  2.84282932821179  21.3129016   67.9975 /T   20.9299    0.000000   0.8594304   122.57255   35.814976         n.a.     n.a.
 2023-Jul-25 13:54     191.99448   2.96641    8.773   6.824  2.84285497281543  21.3127342   67.9963 /T   20.9297    0.000000   0.8594406   122.57220   35.814197         n.a.     n.a.
 2023-Jul-25 13:57     191.99508   2.96602    8.773   6.824  2.84288061721771  21.3125669   67.9950 /T   20.9295    0.000000   0.8594507   122.57184   35.813417         n.a.     n.a.
 2023-Jul-25 14:00     191.99569   2.96564    8.773   6.824  2.84290626141859  21.3123995   67.9937 /T   20.9292    0.000000   0.8594608   122.57149   35.812638         n.a.     n.a.
 2023-Jul-25 14:03     191.99629   2.96525    8.773   6.824  2.84293190541809  21.3122321   67.9924 /T   20.9290    0.000000   0.8594709   122.57114   35.811859         n.a.     n.a.
 2023-Jul-25 14:06     191.99689   2.96486    8.773   6.824  2.84295754921616  21.3120647   67.9912 /T   20.9288    0.000000   0.8594811   122.57079   35.811080         n.a.     n.a.
 2023-Jul-25 14:09     191.99750   2.96448    8.773   6.824  2.84298319281283  21.3118973   67.9899 /T   20.9286    0.000000   0.8594912   122.57044   35.810300         n.a.     n.a.
 2023-Jul-25 14:12     191.99810   2.96409    8.773   6.824  2.84300883620805  21.3117299   67.9886 /T   20.9284    0.000000   0.8595013   122.57009   35.809521         n.a.     n.a.
 2023-Jul-25 14:15     191.99871   2.96371    8.773   6.824  2.84303447940184  21.3115625   67.9874 /T   20.9282    0.000000   0.8595115   122.56973   35.808742         n.a.     n.a.
 2023-Jul-25 14:18     191.99931   2.96332    8.773   6.824  2.84306012239418  21.3113951   67.9861 /T   20.9280    0.000000   0.8595216   122.56938   35.807963         n.a.     n.a.
 2023-Jul-25 14:21     191.99991   2.96293    8.773   6.824  2.84308576518505  21.3112277   67.9848 /T   20.9278    0.000000   0.8595317   122.56903   35.807184         n.a.     n.a.
 2023-Jul-25 14:24     192.00052   2.96255    8.773   6.824  2.84311140777446  21.3110602   67.9835 /T   20.9275    0.000000   0.8595418   122.56868   35.806405         n.a.     n.a.
 2023-Jul-25 14:27     192.00112   2.96216    8.773   6.824  2.84313705016236  21.3108928   67.9823 /T   20.9273    0.000000   0.8595520   122.56833   35.805625         n.a.     n.a.
 2023-Jul-25 14:30     192.00173   2.96178    8.773   6.824  2.84316269234879  21.3107253   67.9810 /T   20.9271    0.000000   0.8595621   122.56798   35.804846         n.a.     n.a.
 2023-Jul-25 14:33     192.00233   2.96139    8.773   6.824  2.84318833433370  21.3105579   67.9797 /T   20.9269    0.000000   0.8595722   122.56763   35.804067         n.a.     n.a.
 2023-Jul-25 14:36     192.00294   2.96101    8.773   6.824  2.84321397611711  21.3103904   67.9785 /T   20.9267    0.000000   0.8595823   122.56727   35.803288         n.a.     n.a.
 2023-Jul-25 14:39     192.00354   2.96062    8.773   6.824  2.84323961769897  21.3102229   67.9772 /T   20.9265    0.000000   0.8595925   122.56692   35.802509         n.a.     n.a.
 2023-Jul-25 14:42     192.00414   2.96023    8.773   6.824  2.84326525907931  21.3100554   67.9759 /T   20.9263    0.000000   0.8596026   122.56657   35.801730         n.a.     n.a.
 2023-Jul-25 14:45     192.00475   2.95985    8.773   6.824  2.84329090025809  21.3098879   67.9747 /T   20.9261    0.000000   0.8596127   122.56622   35.800951         n.a.     n.a.
 2023-Jul-25 14:48     192.00535   2.95946    8.773   6.824  2.84331654123532  21.3097204   67.9734 /T   20.9258    0.000000   0.8596228   122.56587   35.800172         n.a.     n.a.
 2023-Jul-25 14:51     192.00596   2.95908    8.773   6.824  2.84334218201097  21.3095529   67.9721 /T   20.9256    0.000000   0.8596329   122.56552   35.799393         n.a.     n.a.
 2023-Jul-25 14:54     192.00656   2.95869    8.773   6.824  2.84336782258505  21.3093853   67.9708 /T   20.9254    0.000000   0.8596431   122.56517   35.798614         n.a.     n.a.
 2023-Jul-25 14:57     192.00717   2.95830    8.773   6.824  2.84339346295753  21.3092178   67.9696 /T   20.9252    0.000000   0.8596532   122.56481   35.797835         n.a.     n.a.
 2023-Jul-25 15:00     192.00777   2.95792    8.773   6.824  2.84341910312842  21.3090503   67.9683 /T   20.9250    0.000000   0.8596633   122.56446   35.797056         n.a.     n.a.
 2023-Jul-25 15:03     192.00837   2.95753    8.773   6.824  2.84344474309770  21.3088827   67.9670 /T   20.9248    0.000000   0.8596734   122.56411   35.796277         n.a.     n.a.
 2023-Jul-25 15:06     192.00898   2.95715    8.773   6.824  2.84347038286533  21.3087151   67.9658 /T   20.9246    0.000000   0.8596835   122.56376   35.795498         n.a.     n.a.
 2023-Jul-25 15:09     192.00958   2.95676    8.773   6.824  2.84349602243135  21.3085476   67.9645 /T   20.9244    0.000000   0.8596937   122.56341   35.794719         n.a.     n.a.
 2023-Jul-25 15:12     192.01019   2.95638    8.773   6.824  2.84352166179571  21.3083800   67.9632 /T   20.9241    0.000000   0.8597038   122.56306   35.793940         n.a.     n.a.
 2023-Jul-25 15:15     192.01079   2.95599    8.773   6.824  2.84354730095842  21.3082124   67.9619 /T   20.9239    0.000000   0.8597139   122.56271   35.793161         n.a.     n.a.
 2023-Jul-25 15:18     192.01140   2.95560    8.773   6.824  2.84357293991946  21.3080448   67.9607 /T   20.9237    0.000000   0.8597240   122.56236   35.792382         n.a.     n.a.
 2023-Jul-25 15:21     192.01200   2.95522    8.773   6.824  2.84359857867884  21.3078772   67.9594 /T   20.9235    0.000000   0.8597341   122.56200   35.791603         n.a.     n.a.
