 Date__(UT)__HR:MN     RA              12    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2024-04-20      291.25174 -23.90346    8.626   6.972  2.48380438428016 -22.0559208  100.6988 /L   20.2911    0.000000   0.3744706   101.93815   -62.98952         n.a.     n.a.
 2024-04-21      291.40939 -23.93532    8.613   6.971  2.47108580408816 -21.9876537  101.5357 /L   20.2307    0.000000   0.3634320   102.73166   -63.72333         n.a.     n.a.
 2024-04-22      291.56185 -23.96824    8.601   6.970  2.45840807167731 -21.9144579  102.3769 /L   20.1654    0.000000   0.3523521   103.58943   -64.46119         n.a.     n.a.
 2024-04-23      291.70906 -24.00223    8.588   6.968  2.44577404205291 -21.8363017  103.2224 /L   20.0952    0.000000   0.3412399   104.51810   -65.20268         n.a.     n.a.
 2024-04-24      291.85096 -24.03732    8.575   6.966  2.43318659235651 -21.7531396  104.0724 /L   20.0201    0.000000   0.3301056   105.52521   -65.94721         n.a.     n.a.
 2024-04-25      291.98748 -24.07354    8.561   6.965  2.42064863107164 -21.6649079  104.9269 /L   19.9400    0.000000   0.3189614   106.61937   -66.69409         n.a.     n.a.
 2024-04-26      292.11856 -24.11091    8.548   6.963  2.40816310948419 -21.5715214  105.7859 /L   19.8549    0.000000   0.3078219   107.81042   -67.44242         n.a.     n.a.
 2024-04-27      292.24414 -24.14944    8.534   6.960  2.39573303508398 -21.4728703  106.6496 /L   19.7646    0.000000   0.2967045   109.10957   -68.19107         n.a.     n.a.
 2024-04-28      292.36415 -24.18917    8.520   6.958  2.38336148629886 -21.3688186  107.5180 /L   19.6692    0.000000   0.2856300   110.52961   -68.93863         n.a.     n.a.
 2024-04-29      292.47851 -24.23010    8.506   6.956  2.37105162784622 -21.2592035  108.3912 /L   19.5685    0.000000   0.2746241   112.08508   -69.68334         n.a.     n.a.
 2024-04-30      292.58717 -24.27227    8.492   6.953  2.35880672603240 -21.1438362  109.2692 /L   19.4626    0.000000   0.2637176   113.79242   -70.42300         n.a.     n.a.
 2024-05-01      292.69004 -24.31569    8.478   6.950  2.34663016335633 -21.0225036  110.1522 /L   19.3513    0.000000   0.2529480   115.67011   -71.15491         n.a.     n.a.
 2024-05-02      292.78707 -24.36038    8.463   6.947  2.33452545154542 -20.8949722  111.0402 /L   19.2347    0.000000   0.2423608   117.73871   -71.87573         n.a.     n.a.
 2024-05-03      292.87817 -24.40636    8.448   6.944  2.32249624148353 -20.7609951  111.9332 /L   19.1125    0.000000   0.2320103   120.02070   -72.58140         n.a.     n.a.
 2024-05-04      292.96329 -24.45364    8.433   6.941  2.31054632744507 -20.6203253  112.8313 /L   18.9849    0.000000   0.2219615   122.54014   -73.26704         n.a.     n.a.
 2024-05-05      293.04235 -24.50225    8.418   6.937  2.29867964211923 -20.4727342  113.7346 /L   18.8516    0.000000   0.2122910   125.32191   -73.92680         n.a.     n.a.
 2024-05-06      293.11530 -24.55218    8.403   6.934  2.28690023905078 -20.3180360  114.6431 /L   18.7128    0.000000   0.2030877   128.39050   -74.55384         n.a.     n.a.
 2024-05-07      293.18208 -24.60346    8.387   6.930  2.27521226131317 -20.1561097  115.5568 /L   18.5683    0.000000   0.1944523   131.76829   -75.14032         n.a.     n.a.
 2024-05-08      293.24263 -24.65609    8.372   6.926  2.26361989946528 -19.9869128  116.4757 /L   18.4181    0.000000   0.1864963   135.47305   -75.67741         n.a.     n.a.
 2024-05-09      293.29691 -24.71009    8.356   6.921  2.25212734635934 -19.8104781  117.3999 /L   18.2621    0.000000   0.1793395   139.51488   -76.15547         n.a.     n.a.
 2024-05-10      293.34487 -24.76545    8.340   6.917  2.24073875832655 -19.6268951  118.3293 /L   18.1004    0.000000   0.1731065   143.89249   -76.56424         n.a.     n.a.
 2024-05-11      293.38648 -24.82218    8.324   6.912  2.22945823004104 -19.4362830  119.2640 /L   17.9329    0.000000   0.1679218   148.58921   -76.89319         n.a.     n.a.
 2024-05-12      293.42170 -24.88028    8.308   6.907  2.21828978519399 -19.2387647  120.2039 /L   17.7596    0.000000   0.1639028   153.56958   -77.13200         n.a.     n.a.
 2024-05-13      293.45049 -24.93974    8.291   6.902  2.20723738008163 -19.0344486  121.1491 /L   17.5805    0.000000   0.1611517   158.77766   -77.27120         n.a.     n.a.
 2024-05-14      293.47283 -25.00057    8.274   6.897  2.19630491466640 -18.8234208  122.0995 /L   17.3956    0.000000   0.1597466   164.13828   -77.30287         n.a.     n.a.
 2024-05-15      293.48870 -25.06276    8.258   6.891  2.18549624584183 -18.6057447  123.0552 /L   17.2048    0.000000   0.1597331   169.56203   -77.22139         n.a.     n.a.
 2024-05-16      293.49805 -25.12631    8.241   6.886  2.17481519933083 -18.3814659  124.0162 /L   17.0081    0.000000   0.1611196   174.95350   -77.02385         n.a.     n.a.
 2024-05-17      293.50087 -25.19119    8.224   6.880  2.16426557858750 -18.1506169  124.9825 /L   16.8056    0.000000   0.1638759   180.22099   -76.71025         n.a.     n.a.
 2024-05-18      293.49713 -25.25741    8.206   6.873  2.15385117056758 -17.9132228  125.9540 /L   16.5972    0.000000   0.1679379   185.28544   -76.28327         n.a.     n.a.
 2024-05-19      293.48682 -25.32494    8.189   6.867  2.14357574915490 -17.6693043  126.9308 /L   16.3829    0.000000   0.1732141   190.08636   -75.74777         n.a.     n.a.
 2024-05-20      293.46991 -25.39378    8.172   6.860  2.13344307751101 -17.4188778  127.9128 /L   16.1628    0.000000   0.1795961   194.58408   -75.11008         n.a.     n.a.
 2024-05-21      293.44639 -25.46390    8.154   6.853  2.12345691080281 -17.1619539  128.9001 /L   15.9369    0.000000   0.1869668   198.75863   -74.37733         n.a.     n.a.
 2024-05-22      293.41624 -25.53529    8.136   6.846  2.11362100072563 -16.8985332  129.8927 /L   15.7051    0.000000   0.1952085   202.60647   -73.55681         n.a.     n.a.
 2024-05-23      293.37946 -25.60792    8.118   6.839  2.10393910296249 -16.6286003  130.8905 /L   15.4675    0.000000   0.2042084   206.13626   -72.65557         n.a.     n.a.
 2024-05-24      293.33603 -25.68178    8.100   6.831  2.09441498816007 -16.3521178  131.8935 /L   15.2241    0.000000   0.2138618   209.36481   -71.68008         n.a.     n.a.
 2024-05-25      293.28596 -25.75682    8.082   6.823  2.08505245617473 -16.0690214  132.9017 /L   14.9749    0.000000   0.2240736   212.31360   -70.63612         n.a.     n.a.
 2024-05-26      293.22922 -25.83304    8.063   6.815  2.07585535239027 -15.7792177  133.9151 /L   14.7200    0.000000   0.2347584   215.00616   -69.52873         n.a.     n.a.
 2024-05-27      293.16583 -25.91039    8.045   6.807  2.06682758410145 -15.4825864  134.9336 /L   14.4593    0.000000   0.2458397   217.46627   -68.36220         n.a.     n.a.
 2024-05-28      293.09578 -25.98884    8.026   6.798  2.05797313456806 -15.1789862  135.9572 /L   14.1929    0.000000   0.2572489   219.71678   -67.14025         n.a.     n.a.
 2024-05-29      293.01909 -26.06836    8.008   6.789  2.04929607248555 -14.8682643  136.9859 /L   13.9209    0.000000   0.2689233   221.77898   -65.86602         n.a.     n.a.
 2024-05-30      292.93577 -26.14891    7.989   6.780  2.04080055514055 -14.5502688  138.0196 /L   13.6433    0.000000   0.2808056   223.67230   -64.54223         n.a.     n.a.
 2024-05-31      292.84584 -26.23046    7.970   6.770  2.03249082410760 -14.2248622  139.0581 /L   13.3602    0.000000   0.2928418   225.41422   -63.17131         n.a.     n.a.
 2024-06-01      292.74932 -26.31295    7.951   6.761  2.02437119275253 -13.8919360  140.1015 /L   13.0716    0.000000   0.3049811   227.02035   -61.75540         n.a.     n.a.
 2024-06-02      292.64625 -26.39634    7.931   6.751  2.01644602508719 -13.5514257  141.1496 /L   12.7776    0.000000   0.3171749   228.50457   -60.29653         n.a.     n.a.
 2024-06-03      292.53668 -26.48058    7.912   6.740  2.00871970603424 -13.2033256  142.2022 /L   12.4783    0.000000   0.3293763   229.87921   -58.79661         n.a.     n.a.
 2024-06-04      292.42067 -26.56563    7.892   6.729  2.00119660432786 -12.8476990  143.2592 /L   12.1737    0.000000   0.3415405   231.15524   -57.25748         n.a.     n.a.
 2024-06-05      292.29829 -26.65142    7.873   6.718  1.99388103113968 -12.4846816  144.3204 /L   11.8642    0.000000   0.3536252   232.34246   -55.68093         n.a.     n.a.
 2024-06-06      292.16962 -26.73789    7.853   6.707  1.98677719941880 -12.1144759  145.3855 /L   11.5496    0.000000   0.3655910   233.44971   -54.06867         n.a.     n.a.
 2024-06-07      292.03474 -26.82499    7.833   6.695  1.97988918970626 -11.7373349  146.4544 /L   11.2303    0.000000   0.3774019   234.48495   -52.42230         n.a.     n.a.
 2024-06-08      291.89376 -26.91265    7.813   6.683  1.97322092697016 -11.3535405  147.5268 /L   10.9063    0.000000   0.3890256   235.45538   -50.74326         n.a.     n.a.
 2024-06-09      291.74679 -27.00080    7.793   6.671  1.96677617007273 -10.9633828  148.6023 /L   10.5778    0.000000   0.4004331   236.36750   -49.03285         n.a.     n.a.
 2024-06-10      291.59394 -27.08939    7.773   6.658  1.96055851217806 -10.5671435  149.6807 /L   10.2451    0.000000   0.4115988   237.22714   -47.29220         n.a.     n.a.
 2024-06-11      291.43534 -27.17833    7.753   6.645  1.95457138821971 -10.1650881  150.7616 /L    9.9083    0.000000   0.4224993   238.03952   -45.52233         n.a.     n.a.
 2024-06-12      291.27111 -27.26756    7.733   6.632  1.94881808510305  -9.7574640  151.8447 /L    9.5677    0.000000   0.4331131   238.80929   -43.72416         n.a.     n.a.
 2024-06-13      291.10140 -27.35700    7.712   6.618  1.94330175125403  -9.3445042  152.9294 /L    9.2235    0.000000   0.4434201   239.54056   -41.89860         n.a.     n.a.
 2024-06-14      290.92635 -27.44658    7.692   6.604  1.93802540363514  -8.9264318  154.0154 /L    8.8759    0.000000   0.4534014   240.23700   -40.04653         n.a.     n.a.
 2024-06-15      290.74611 -27.53624    7.671   6.589  1.93299193176745  -8.5034658  155.1020 /L    8.5253    0.000000   0.4630390   240.90185   -38.16885         n.a.     n.a.
 2024-06-16      290.56085 -27.62588    7.650   6.575  1.92820409933441  -8.0758234  156.1887 /L    8.1720    0.000000   0.4723162   241.53801   -36.26649         n.a.     n.a.
 2024-06-17      290.37071 -27.71544    7.630   6.559  1.92366454459351  -7.6437215  157.2747 /L    7.8164    0.000000   0.4812172   242.14806   -34.34042         n.a.     n.a.
 2024-06-18      290.17588 -27.80484    7.609   6.544  1.91937578118400  -7.2073742  158.3593 /L    7.4587    0.000000   0.4897275   242.73435   -32.39165         n.a.     n.a.
 2024-06-19      289.97653 -27.89400    7.588   6.528  1.91534020105292  -6.7669879  159.4414 /L    7.0996    0.000000   0.4978339   243.29896   -30.42117         n.a.     n.a.
 2024-06-20      289.77285 -27.98285    7.566   6.511  1.91156008108310  -6.3227532  160.5199 /L    6.7395    0.000000   0.5055246   243.84381   -28.43001         n.a.     n.a.
 2024-06-21      289.56500 -28.07132    7.545   6.494  1.90803759445594  -5.8748372  161.5934 /L    6.3791    0.000000   0.5127888   244.37061   -26.41914         n.a.     n.a.
 2024-06-22      289.35320 -28.15932    7.524   6.477  1.90477482668262  -5.4233755  162.6603 /L    6.0190    0.000000   0.5196166   244.88089   -24.38949         n.a.     n.a.
 2024-06-23      289.13763 -28.24678    7.503   6.459  1.90177379463048  -4.9684703  163.7184 /L    5.6601    0.000000   0.5259979   245.37603   -22.34197         n.a.     n.a.
 2024-06-24      288.91850 -28.33363    7.481   6.441  1.89903646515161  -4.5101942  164.7652 /L    5.3034    0.000000   0.5319222   245.85721   -20.27747         n.a.     n.a.
 2024-06-25      288.69601 -28.41979    7.460   6.423  1.89656476882739  -4.0486028  165.7975 /L    4.9503    0.000000   0.5373776   246.32548   -18.19690         n.a.     n.a.
 2024-06-26      288.47038 -28.50520    7.439   6.405  1.89436060459308  -3.5837534  166.8109 /L    4.6022    0.000000   0.5423507   246.78168   -16.10128         n.a.     n.a.
 2024-06-27      288.24183 -28.58978    7.417   6.386  1.89242583275461  -3.1157260  167.8001 /L    4.2614    0.000000   0.5468264   247.22652   -13.99174         n.a.     n.a.
 2024-06-28      288.01058 -28.67345    7.397   6.367  1.89076225647714  -2.6446413  168.7578 /L    3.9303    0.000000   0.5507885   247.66061   -11.86960         n.a.     n.a.
 2024-06-29      287.77688 -28.75616    7.376   6.349  1.88937159409461  -2.1706738  169.6745 /L    3.6126    0.000000   0.5542203   248.08443   -9.736377         n.a.     n.a.
 2024-06-30      287.54096 -28.83783    7.357   6.330  1.88825544576232  -1.6940589  170.5375 /L    3.3127    0.000000   0.5571052   248.49842   -7.593779         n.a.     n.a.
 2024-07-01      287.30310 -28.91840    7.338   6.313  1.88741525802913  -1.2150929  171.3300 /L    3.0367    0.000000   0.5594276   248.90294   -5.443690         n.a.     n.a.
 2024-07-02      287.06354 -28.99779    7.322   6.297  1.88685228940184  -0.7341296  172.0302 /L    2.7922    0.000000   0.5611738   249.29835   -3.288148         n.a.     n.a.
 2024-07-03      286.82256 -29.07596    7.308   6.284  1.88656757949178  -0.2515716  172.6115 /L    2.5888    0.000000   0.5623323   249.68500   -1.129308         n.a.     n.a.
 2024-07-04      286.58044 -29.15283    7.298   6.274  1.88656192405532   0.2321416  173.0433 /L    2.4372    0.000000   0.5628946   250.06321   1.0305981         n.a.     n.a.
 2024-07-05      286.33746 -29.22836    7.292   6.268  1.88683585792334   0.7165487  173.2964 /L    2.3477    0.000000   0.5628555   250.43333   3.1893129         n.a.     n.a.
 2024-07-06      286.09389 -29.30248    7.292   6.267  1.88738964709785   1.2011827  173.3503 /L    2.3276    0.000000   0.5622129   250.79572   5.3446035         n.a.     n.a.
 2024-07-07      285.85004 -29.37515    7.297   6.271  1.88822329006466   1.6855864  173.2003 /T    2.3785    0.000000   0.5609680   251.15071   7.4943094         n.a.     n.a.
 2024-07-08      285.60618 -29.44631    7.307   6.280  1.88933652692622   2.1693238  172.8595 /T    2.4958    0.000000   0.5591248   251.49867   9.6363781         n.a.     n.a.
 2024-07-09      285.36259 -29.51593    7.322   6.293  1.89072885383243   2.6519869  172.3536 /T    2.6705    0.000000   0.5566894   251.83991   11.768887         n.a.     n.a.
 2024-07-10      285.11957 -29.58396    7.339   6.308  1.89239953979095   3.1331970  171.7133 /T    2.8918    0.000000   0.5536699   252.17477   13.890049         n.a.     n.a.
 2024-07-11      284.87738 -29.65036    7.359   6.325  1.89434764332529   3.6126034  170.9677 /T    3.1491    0.000000   0.5500756   252.50352   15.998210         n.a.     n.a.
 2024-07-12      284.63632 -29.71511    7.380   6.344  1.89657202734785   4.0898787  170.1413 /T    3.4339    0.000000   0.5459170   252.82643   18.091834         n.a.     n.a.
 2024-07-13      284.39664 -29.77817    7.402   6.363  1.89907137165549   4.5647155  169.2533 /T    3.7392    0.000000   0.5412057   253.14375   20.169492         n.a.     n.a.
 2024-07-14      284.15862 -29.83952    7.425   6.382  1.90184418336552   5.0368230  168.3185 /T    4.0597    0.000000   0.5359541   253.45571   22.229847         n.a.     n.a.
 2024-07-15      283.92252 -29.89914    7.448   6.402  1.90488880628498   5.5059265  167.3479 /T    4.3913    0.000000   0.5301758   253.76251   24.271654         n.a.     n.a.
 2024-07-16      283.68860 -29.95700    7.471   6.421  1.90820343065454   5.9717696  166.3499 /T    4.7310    0.000000   0.5238856   254.06436   26.293754         n.a.     n.a.
 2024-07-17      283.45711 -30.01310    7.495   6.440  1.91178610495174   6.4341189  165.3308 /T    5.0765    0.000000   0.5170992   254.36146   28.295085         n.a.     n.a.
 2024-07-18      283.22829 -30.06742    7.518   6.459  1.91563475142291   6.8927721  164.2954 /T    5.4258    0.000000   0.5098334   254.65401   30.274705         n.a.     n.a.
 2024-07-19      283.00237 -30.11996    7.542   6.477  1.91974718656123   7.3475669  163.2475 /T    5.7776    0.000000   0.5021058   254.94222   32.231823         n.a.     n.a.
 2024-07-20      282.77960 -30.17071    7.565   6.495  1.92412114660181   7.7983886  162.1899 /T    6.1307    0.000000   0.4939341   255.22628   34.165832         n.a.     n.a.
 2024-07-21      282.56018 -30.21967    7.588   6.513  1.92875431612166   8.2451727  161.1251 /T    6.4841    0.000000   0.4853353   255.50639   36.076349         n.a.     n.a.
 2024-07-22      282.34434 -30.26684    7.612   6.530  1.93364435534489   8.6878972  160.0547 /T    6.8372    0.000000   0.4763250   255.78270   37.963227         n.a.     n.a.
 2024-07-23      282.13228 -30.31224    7.635   6.547  1.93878891982988   9.1265639  158.9805 /T    7.1892    0.000000   0.4669162   256.05532   39.826536         n.a.     n.a.
 2024-07-24      281.92420 -30.35586    7.657   6.563  1.94418566637158   9.5611703  157.9034 /T    7.5396    0.000000   0.4571196   256.32434   41.666513         n.a.     n.a.
 2024-07-25      281.72030 -30.39772    7.680   6.579  1.94983224202706   9.9916807  156.8247 /T    7.8879    0.000000   0.4469435   256.58975   43.483469         n.a.     n.a.
 2024-07-26      281.52078 -30.43782    7.703   6.595  1.95572625818555  10.4180048  155.7452 /T    8.2338    0.000000   0.4363947   256.85153   45.277711         n.a.     n.a.
