 Date__(UT)__HR:MN     RA              12    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-06-02      180.61399  12.11124    8.185   6.831  2.15679651220411  21.5238881  104.4747 /T   22.1603    0.000000   0.4505067   143.50384   61.379722         n.a.     n.a.
 2023-06-03      180.72606  11.96564    8.201   6.834  2.16925329011957  21.6112829  103.7000 /T   22.2380    0.000000   0.4607704   142.56415   60.792088         n.a.     n.a.
 2023-06-04      180.84300  11.81858    8.216   6.836  2.18175939478844  21.6947292  102.9299 /T   22.3109    0.000000   0.4709656   141.67399   60.208159         n.a.     n.a.
 2023-06-05      180.96473  11.67010    8.231   6.839  2.19431259965133  21.7744073  102.1642 /T   22.3792    0.000000   0.4810889   140.82958   59.628198         n.a.     n.a.
 2023-06-06      181.09118  11.52024    8.246   6.841  2.20691076865130  21.8504470  101.4029 /T   22.4428    0.000000   0.4911391   140.02741   59.052302         n.a.     n.a.
 2023-06-07      181.22229  11.36902    8.261   6.843  2.21955182210456  21.9229120  100.6460 /T   22.5018    0.000000   0.5011165   139.26424   58.480428         n.a.     n.a.
 2023-06-08      181.35799  11.21650    8.275   6.845  2.23223369689872  21.9917966   99.8933 /T   22.5563    0.000000   0.5110216   138.53712   57.912446         n.a.     n.a.
 2023-06-09      181.49821  11.06269    8.290   6.847  2.24495430885581  22.0570362   99.1448 /T   22.6063    0.000000   0.5208543   137.84340   57.348194         n.a.     n.a.
 2023-06-10      181.64289  10.90763    8.304   6.849  2.25771152411947  22.1185272   98.4004 /T   22.6518    0.000000   0.5306133   137.18072   56.787531         n.a.     n.a.
 2023-06-11      181.79199  10.75135    8.318   6.850  2.27050314298943  22.1761488   97.6601 /T   22.6930    0.000000   0.5402957   136.54698   56.230364         n.a.     n.a.
 2023-06-12      181.94543  10.59387    8.332   6.852  2.28332689586456  22.2297823   96.9239 /T   22.7299    0.000000   0.5498976   135.94034   55.676662         n.a.     n.a.
 2023-06-13      182.10316  10.43524    8.346   6.853  2.29618044861576  22.2793248   96.1916 /T   22.7625    0.000000   0.5594139   135.35914   55.126458         n.a.     n.a.
 2023-06-14      182.26512  10.27546    8.359   6.855  2.30906141416706  22.3246969   95.4633 /T   22.7909    0.000000   0.5688390   134.80187   54.579839         n.a.     n.a.
 2023-06-15      182.43125  10.11458    8.373   6.856  2.32196736765261  22.3658476   94.7389 /T   22.8150    0.000000   0.5781668   134.26719   54.036932         n.a.     n.a.
 2023-06-16      182.60150   9.95262    8.386   6.857  2.33489586336609  22.4027559   94.0183 /T   22.8351    0.000000   0.5873912   133.75384   53.497901         n.a.     n.a.
 2023-06-17      182.77579   9.78962    8.399   6.858  2.34784445229451  22.4354313   93.3016 /T   22.8511    0.000000   0.5965064   133.26070   52.962930         n.a.     n.a.
 2023-06-18      182.95408   9.62559    8.412   6.859  2.36081069923678  22.4639116   92.5887 /T   22.8631    0.000000   0.6055067   132.78667   52.432211         n.a.     n.a.
 2023-06-19      183.13629   9.46058    8.424   6.859  2.37379219852709  22.4882606   91.8795 /T   22.8711    0.000000   0.6143875   132.33077   51.905939         n.a.     n.a.
 2023-06-20      183.32237   9.29461    8.437   6.860  2.38678658745716  22.5085625   91.1739 /T   22.8752    0.000000   0.6231444   131.89204   51.384295         n.a.     n.a.
 2023-06-21      183.51224   9.12770    8.449   6.861  2.39979155676335  22.5249172   90.4721 /T   22.8755    0.000000   0.6317742   131.46959   50.867446         n.a.     n.a.
 2023-06-22      183.70585   8.95990    8.461   6.861  2.41280485800493  22.5374346   89.7738 /T   22.8720    0.000000   0.6402741   131.06257   50.355533         n.a.     n.a.
 2023-06-23      183.90313   8.79122    8.473   6.861  2.42582430818690  22.5462309   89.0790 /T   22.8648    0.000000   0.6486423   130.67017   49.848677         n.a.     n.a.
 2023-06-24      184.10402   8.62171    8.485   6.862  2.43884779243086  22.5514255   88.3878 /T   22.8540    0.000000   0.6568773   130.29164   49.346979         n.a.     n.a.
 2023-06-25      184.30845   8.45137    8.497   6.862  2.45187326577846  22.5531411   87.6999 /T   22.8395    0.000000   0.6649783   129.92624   48.850525         n.a.     n.a.
 2023-06-26      184.51636   8.28026    8.508   6.862  2.46489875529486  22.5515049   87.0154 /T   22.8215    0.000000   0.6729445   129.57332   48.359394         n.a.     n.a.
 2023-06-27      184.72769   8.10838    8.519   6.862  2.47792236352970  22.5466517   86.3343 /T   22.8001    0.000000   0.6807760   129.23223   47.873660         n.a.     n.a.
 2023-06-28      184.94237   7.93577    8.530   6.861  2.49094227406767  22.5387280   85.6563 /T   22.7752    0.000000   0.6884727   128.90238   47.393397         n.a.     n.a.
 2023-06-29      185.16034   7.76246    8.541   6.861  2.50395675928519  22.5278951   84.9816 /T   22.7469    0.000000   0.6960355   128.58320   46.918678         n.a.     n.a.
 2023-06-30      185.38155   7.58846    8.552   6.861  2.51696418940025  22.5143303   84.3099 /T   22.7154    0.000000   0.7034661   128.27417   46.449562         n.a.     n.a.
 2023-07-01      185.60594   7.41381    8.563   6.860  2.52996304041375  22.4982212   83.6413 /T   22.6806    0.000000   0.7107673   127.97477   45.986074         n.a.     n.a.
 2023-07-02      185.83344   7.23853    8.573   6.860  2.54295189685472  22.4797529   82.9757 /T   22.6427    0.000000   0.7179436   127.68450   45.528179         n.a.     n.a.
 2023-07-03      186.06400   7.06264    8.583   6.859  2.55592944420808  22.4590857   82.3129 /T   22.6016    0.000000   0.7250013   127.40288   45.075751         n.a.     n.a.
 2023-07-04      186.29758   6.88617    8.594   6.859  2.56889444687665  22.4363281   81.6530 /T   22.5574    0.000000   0.7319478   127.12940   44.628550         n.a.     n.a.
 2023-07-05      186.53412   6.70912    8.603   6.858  2.58184571146669  22.4115149   80.9958 /T   22.5102    0.000000   0.7387914   126.86359   44.186234         n.a.     n.a.
 2023-07-06      186.77357   6.53152    8.613   6.857  2.59478204113406  22.3845999   80.3412 /T   22.4600    0.000000   0.7455398   126.60497   43.748384         n.a.     n.a.
 2023-07-07      187.01590   6.35339    8.623   6.856  2.60770219141249  22.3554681   79.6893 /T   22.4068    0.000000   0.7521992   126.35311   43.314565         n.a.     n.a.
 2023-07-08      187.26107   6.17473    8.632   6.855  2.62060483797271  22.3239630   79.0399 /T   22.3508    0.000000   0.7587735   126.10761   42.884380         n.a.     n.a.
 2023-07-09      187.50904   5.99557    8.642   6.854  2.63348856188577  22.2899185   78.3930 /T   22.2918    0.000000   0.7652646   125.86812   42.457506         n.a.     n.a.
 2023-07-10      187.75977   5.81592    8.651   6.852  2.64635185148279  22.2531829   77.7485 /T   22.2300    0.000000   0.7716724   125.63434   42.033710         n.a.     n.a.
 2023-07-11      188.01323   5.63580    8.660   6.851  2.65919311557768  22.2136339   77.1065 /T   22.1655    0.000000   0.7779957   125.40601   41.612842         n.a.     n.a.
 2023-07-12      188.26938   5.45521    8.669   6.850  2.67201070197533  22.1711827   76.4668 /T   22.0981    0.000000   0.7842326   125.18288   41.194820         n.a.     n.a.
 2023-07-13      188.52818   5.27418    8.677   6.848  2.68480291673105  22.1257731   75.8294 /T   22.0280    0.000000   0.7903807   124.96474   40.779611         n.a.     n.a.
 2023-07-14      188.78959   5.09273    8.686   6.847  2.69756804179997  22.0773771   75.1943 /T   21.9552    0.000000   0.7964378   124.75138   40.367219         n.a.     n.a.
 2023-07-15      189.05359   4.91086    8.694   6.845  2.71030435038670  22.0259918   74.5615 /T   21.8798    0.000000   0.8024015   124.54261   39.957671         n.a.     n.a.
 2023-07-16      189.32012   4.72861    8.702   6.844  2.72301012016408  21.9716351   73.9309 /T   21.8017    0.000000   0.8082699   124.33825   39.551014         n.a.     n.a.
 2023-07-17      189.58916   4.54597    8.710   6.842  2.73568364474010  21.9143437   73.3025 /T   21.7211    0.000000   0.8140411   124.13813   39.147303         n.a.     n.a.
 2023-07-18      189.86066   4.36298    8.718   6.840  2.74832324362141  21.8541703   72.6763 /T   21.6380    0.000000   0.8197137   123.94208   38.746604         n.a.     n.a.
 2023-07-19      190.13458   4.17966    8.726   6.838  2.76092727071899  21.7911809   72.0521 /T   21.5523    0.000000   0.8252866   123.74992   38.348983         n.a.     n.a.
 2023-07-20      190.41089   3.99601    8.734   6.836  2.77349412133742  21.7254523   71.4301 /T   21.4642    0.000000   0.8307589   123.56151   37.954507         n.a.     n.a.
 2023-07-21      190.68955   3.81206    8.741   6.834  2.78602223764937  21.6570696   70.8101 /T   21.3737    0.000000   0.8361302   123.37669   37.563240         n.a.     n.a.
 2023-07-22      190.97052   3.62783    8.748   6.832  2.79851011285481  21.5861242   70.1921 /T   21.2808    0.000000   0.8414005   123.19531   37.175243         n.a.     n.a.
 2023-07-23      191.25375   3.44334    8.755   6.830  2.81095629448453  21.5127128   69.5762 /T   21.1856    0.000000   0.8465699   123.01723   36.790572         n.a.     n.a.
 2023-07-24      191.53922   3.25860    8.762   6.827  2.82335938753627  21.4369379   68.9621 /T   21.0882    0.000000   0.8516389   122.84231   36.409283         n.a.     n.a.
 2023-07-25      191.82688   3.07363    8.769   6.825  2.83571805824983  21.3589094   68.3499 /T   20.9884    0.000000   0.8566079   122.67042   36.031435         n.a.     n.a.
 2023-07-26      192.11670   2.88845    8.776   6.823  2.84803103925988  21.2787479   67.7396 /T   20.8865    0.000000   0.8614781   122.50142   35.657092         n.a.     n.a.
 2023-07-27      192.40864   2.70309    8.782   6.820  2.86029713652058  21.1965871   67.1312 /T   20.7824    0.000000   0.8662505   122.33522   35.286321         n.a.     n.a.
 2023-07-28      192.70267   2.51755    8.789   6.818  2.87251523765134  21.1125760   66.5244 /T   20.6762    0.000000   0.8709272   122.17168   34.919191         n.a.     n.a.
 2023-07-29      192.99875   2.33186    8.795   6.815  2.88468432009170  21.0268758   65.9194 /T   20.5679    0.000000   0.8755107   122.01071   34.555763         n.a.     n.a.
 2023-07-30      193.29684   2.14602    8.801   6.812  2.89680345573161  20.9396499   65.3161 /T   20.4576    0.000000   0.8800052   121.85219   34.196059         n.a.     n.a.
 2023-07-31      193.59692   1.96007    8.807   6.810  2.90887180705122  20.8510446   64.7144 /T   20.3453    0.000000   0.8844161   121.69602   33.840045         n.a.     n.a.
 2023-08-01      193.89896   1.77400    8.812   6.807  2.92088860953745  20.7611615   64.1142 /T   20.2310    0.000000   0.8887503   121.54207   33.487590         n.a.     n.a.
 2023-08-02      194.20292   1.58784    8.818   6.804  2.93285313785218  20.6700307   63.5155 /T   20.1147    0.000000   0.8930152   121.39021   33.138459         n.a.     n.a.
 2023-08-03      194.50880   1.40160    8.824   6.801  2.94476465927793  20.5775958   62.9182 /T   19.9966    0.000000   0.8972185   121.24030   32.792320         n.a.     n.a.
 2023-08-04      194.81655   1.21528    8.829   6.798  2.95662238477094  20.4837213   62.3224 /T   19.8765    0.000000   0.9013661   121.09219   32.448790         n.a.     n.a.
 2023-08-05      195.12618   1.02890    8.834   6.795  2.96842543074411  20.3882214   61.7278 /T   19.7546    0.000000   0.9054620   120.94574   32.107487         n.a.     n.a.
 2023-08-06      195.43766   0.84247    8.839   6.792  2.98017280073122  20.2908973   61.1346 /T   19.6308    0.000000   0.9095079   120.80085   31.768087         n.a.     n.a.
 2023-08-07      195.75096   0.65600    8.844   6.789  2.99186338785332  20.1915696   60.5426 /T   19.5052    0.000000   0.9135036   120.65740   31.430346         n.a.     n.a.
 2023-08-08      196.06609   0.46949    8.849   6.785  3.00349599202551  20.0900968   59.9518 /T   19.3778    0.000000   0.9174476   120.51531   31.094102         n.a.     n.a.
 2023-08-09      196.38301   0.28297    8.853   6.782  3.01506934352671  19.9863791   59.3623 /T   19.2486    0.000000   0.9213377   120.37449   30.759265         n.a.     n.a.
 2023-08-10      196.70172   0.09643    8.858   6.779  3.02658212628396  19.8803546   58.7738 /T   19.1176    0.000000   0.9251718   120.23489   30.425792         n.a.     n.a.
 2023-08-11      197.02219  -0.09010    8.862   6.775  3.03803299742835  19.7719910   58.1866 /T   18.9849    0.000000   0.9289475   120.09644   30.093676         n.a.     n.a.
 2023-08-12      197.34440  -0.27661    8.866   6.772  3.04942060236499  19.6612790   57.6004 /T   18.8505    0.000000   0.9326629   119.95908   29.762928         n.a.     n.a.
 2023-08-13      197.66834  -0.46309    8.870   6.768  3.06074358609464  19.5482258   57.0153 /T   18.7144    0.000000   0.9363161   119.82276   29.433572         n.a.     n.a.
 2023-08-14      197.99398  -0.64953    8.874   6.765  3.07200060200811  19.4328527   56.4314 /T   18.5767    0.000000   0.9399056   119.68741   29.105642         n.a.     n.a.
 2023-08-15      198.32131  -0.83590    8.878   6.761  3.08319031925979  19.3151929   55.8484 /T   18.4373    0.000000   0.9434300   119.55300   28.779181         n.a.     n.a.
 2023-08-16      198.65030  -1.02221    8.882   6.757  3.09431142945944  19.1952908   55.2665 /T   18.2963    0.000000   0.9468881   119.41946   28.454236         n.a.     n.a.
 2023-08-17      198.98093  -1.20842    8.885   6.753  3.10536265302611  19.0732017   54.6857 /T   18.1537    0.000000   0.9502788   119.28675   28.130864         n.a.     n.a.
 2023-08-18      199.31319  -1.39454    8.889   6.749  3.11634274525076  18.9489910   54.1058 /T   18.0096    0.000000   0.9536013   119.15482   27.809125         n.a.     n.a.
 2023-08-19      199.64704  -1.58053    8.892   6.745  3.12725050198010  18.8227336   53.5269 /T   17.8640    0.000000   0.9568551   119.02363   27.489084         n.a.     n.a.
 2023-08-20      199.98247  -1.76639    8.895   6.741  3.13808476486800  18.6945131   52.9489 /T   17.7168    0.000000   0.9600397   118.89313   27.170811         n.a.     n.a.
 2023-08-21      200.31946  -1.95210    8.898   6.737  3.14884442629931  18.5644215   52.3719 /T   17.5682    0.000000   0.9631551   118.76328   26.854376         n.a.     n.a.
 2023-08-22      200.65799  -2.13764    8.901   6.733  3.15952843429007  18.4325596   51.7958 /T   17.4181    0.000000   0.9662014   118.63405   26.539854         n.a.     n.a.
 2023-08-23      200.99803  -2.32301    8.903   6.729  3.17013579779146  18.2990379   51.2206 /T   17.2666    0.000000   0.9691790   118.50539   26.227326         n.a.     n.a.
 2023-08-24      201.33956  -2.50818    8.906   6.725  3.18066559275171  18.1639781   50.6462 /T   17.1138    0.000000   0.9720887   118.37729   25.916876         n.a.     n.a.
 2023-08-25      201.68256  -2.69313    8.908   6.720  3.19111696888238  18.0275138   50.0727 /T   16.9596    0.000000   0.9749319   118.24971   25.608590         n.a.     n.a.
 2023-08-26      202.02702  -2.87787    8.910   6.716  3.20148915621213  17.8897889   49.5000 /T   16.8040    0.000000   0.9777105   118.12263   25.302553         n.a.     n.a.
 2023-08-27      202.37291  -3.06236    8.912   6.711  3.21178146916677  17.7509501   48.9280 /T   16.6472    0.000000   0.9804276   117.99602   24.998829         n.a.     n.a.
 2023-08-28      202.72021  -3.24660    8.914   6.707  3.22199330435971  17.6111320   48.3568 /T   16.4891    0.000000   0.9830873   117.86986   24.697446         n.a.     n.a.
 2023-08-29      203.06892  -3.43057    8.916   6.702  3.23212412736002  17.4704344   47.7863 /T   16.3297    0.000000   0.9856949   117.74411   24.398363         n.a.     n.a.
 2023-08-30      203.41901  -3.61426    8.918   6.698  3.24217344484698  17.3288956   47.2164 /T   16.1691    0.000000   0.9882569   117.61873   24.101451         n.a.     n.a.
 2023-08-31      203.77047  -3.79767    8.919   6.693  3.25214076289236  17.1864732   46.6471 /T   16.0073    0.000000   0.9907794   117.49368   23.806483         n.a.     n.a.
 2023-09-01      204.12329  -3.98078    8.921   6.688  3.26202553872427  17.0430423   46.0785 /T   15.8442    0.000000   0.9932681   117.36887   23.513157         n.a.     n.a.
 2023-09-02      204.47747  -4.16358    8.922   6.683  3.27182713839129  16.8984172   45.5103 /T   15.6800    0.000000   0.9957269   117.24426   23.221139         n.a.     n.a.
 2023-09-03      204.83300  -4.34606    8.923   6.679  3.28154481195021  16.7523886   44.9426 /T   15.5146    0.000000   0.9981572   117.11977   22.930112         n.a.     n.a.
 2023-09-04      205.18987  -4.52822    8.924   6.674  3.29117769080947  16.6047605   44.3754 /T   15.3481    0.000000   1.0005590   116.99535   22.639823         n.a.     n.a.
 2023-09-05      205.54808  -4.71005    8.925   6.669  3.30072480332429  16.4553746   43.8087 /T   15.1803    0.000000   1.0029306   116.87096   22.350090         n.a.     n.a.
 2023-09-06      205.90762  -4.89153    8.926   6.664  3.31018509991355  16.3041195   43.2423 /T   15.0115    0.000000   1.0052695   116.74655   22.060805         n.a.     n.a.
 2023-09-07      206.26848  -5.07265    8.926   6.658  3.31955747927412  16.1509263   42.6764 /T   14.8415    0.000000   1.0075733   116.62210   21.771910         n.a.     n.a.
 2023-09-08      206.63066  -5.25341    8.927   6.653  3.32884081053451  15.9957598   42.1108 /T   14.6705    0.000000   1.0098396   116.49757   21.483388         n.a.     n.a.
 2023-09-09      206.99414  -5.43378    8.927   6.648  3.33803394966272  15.8386081   41.5456 /T   14.4983    0.000000   1.0120661   116.37295   21.195239         n.a.     n.a.
 2023-09-10      207.35891  -5.61377    8.927   6.643  3.34713575071291  15.6794753   40.9807 /T   14.3251    0.000000   1.0142510   116.24821   20.907478         n.a.     n.a.
 2023-09-11      207.72497  -5.79335    8.927   6.637  3.35614507346421  15.5183767   40.4162 /T   14.1508    0.000000   1.0163925   116.12332   20.620125         n.a.     n.a.
 2023-09-12      208.09230  -5.97252    8.927   6.632  3.36506078911321  15.3553364   39.8519 /T   13.9755    0.000000   1.0184891   115.99827   20.333209         n.a.     n.a.
 2023-09-13      208.46089  -6.15125    8.927   6.626  3.37388178537086  15.1903875   39.2881 /T   13.7991    0.000000   1.0205393   115.87303   20.046762         n.a.     n.a.
 2023-09-14      208.83073  -6.32954    8.926   6.620  3.38260697185602  15.0235729   38.7245 /T   13.6218    0.000000   1.0225418   115.74758   19.760828         n.a.     n.a.
 2023-09-15      209.20180  -6.50738    8.926   6.615  3.39123528620780  14.8549471   38.1612 /T   13.4435    0.000000   1.0244952   115.62192   19.475458         n.a.     n.a.
 2023-09-16      209.57410  -6.68474    8.925   6.609  3.39976570093300  14.6845765   37.5982 /T   13.2642    0.000000   1.0263985   115.49601   19.190716         n.a.     n.a.
 2023-09-17      209.94760  -6.86162    8.924   6.603  3.40819723071641  14.5125406   37.0355 /T   13.0840    0.000000   1.0282506   115.36986   18.906675         n.a.     n.a.
 2023-09-18      210.32229  -7.03799    8.923   6.597  3.41652893979128  14.3389315   36.4731 /T   12.9029    0.000000   1.0300509   115.24344   18.623416         n.a.     n.a.
 2023-09-19      210.69817  -7.21386    8.922   6.591  3.42475994899978  14.1638530   35.9109 /T   12.7209    0.000000   1.0317990   115.11676   18.341031         n.a.     n.a.
 2023-09-20      211.07520  -7.38919    8.921   6.585  3.43288944231200  13.9874196   35.3490 /T   12.5380    0.000000   1.0334949   114.98981   18.059613         n.a.     n.a.
 2023-09-21      211.45339  -7.56398    8.919   6.579  3.44091667269749  13.8097556   34.7873 /T   12.3543    0.000000   1.0351390   114.86259   17.779263         n.a.     n.a.
 2023-09-22      211.83271  -7.73822    8.918   6.573  3.44884096719627  13.6309928   34.2259 /T   12.1697    0.000000   1.0367322   114.73509   17.500078         n.a.     n.a.
 2023-09-23      212.21315  -7.91189    8.916   6.567  3.45666173066657  13.4512681   33.6647 /T   11.9844    0.000000   1.0382762   114.60733   17.222156         n.a.     n.a.
 2023-09-24      212.59470  -8.08497    8.914   6.560  3.46437844692288  13.2707167   33.1037 /T   11.7982    0.000000   1.0397734   114.47931   16.945576         n.a.     n.a.
 2023-09-25      212.97734  -8.25745    8.912   6.554  3.47199067495077  13.0894614   32.5429 /T   11.6114    0.000000   1.0412270   114.35103   16.670394         n.a.     n.a.
 2023-09-26      213.36106  -8.42933    8.910   6.547  3.47949803706576  12.9075955   31.9823 /T   11.4237    0.000000   1.0426414   114.22248   16.396616         n.a.     n.a.
 2023-09-27      213.74586  -8.60059    8.908   6.541  3.48690019616280  12.7251627   31.4219 /T   11.2354    0.000000   1.0440215   114.09366   16.124183         n.a.     n.a.
 2023-09-28      214.13172  -8.77123    8.905   6.534  3.49419682154399  12.5421392   30.8615 /T   11.0463    0.000000   1.0453727   113.96455   15.852955         n.a.     n.a.
 2023-09-29      214.51864  -8.94122    8.903   6.528  3.50138754729623  12.3584271   30.3013 /T   10.8565    0.000000   1.0466997   113.83512   15.582713         n.a.     n.a.
 2023-09-30      214.90662  -9.11056    8.900   6.521  3.50847193195479  12.1738663   29.7411 /T   10.6661    0.000000   1.0480061   113.70533   15.313190         n.a.     n.a.
 2023-10-01      215.29564  -9.27925    8.897   6.514  3.51544942989834  11.9882618   29.1810 /T   10.4750    0.000000   1.0492939   113.57515   15.044100         n.a.     n.a.
 2023-10-02      215.68572  -9.44728    8.894   6.507  3.52231938146582  11.8014192   28.6209 /T   10.2832    0.000000   1.0505630   113.44453   14.775189         n.a.     n.a.
 2023-10-03      216.07684  -9.61463    8.891   6.500  3.52908102182785  11.6131725   28.0607 /T   10.0907    0.000000   1.0518122   113.31347   14.506253         n.a.     n.a.
 2023-10-04      216.46900  -9.78130    8.887   6.493  3.53573350251985  11.4233993   27.5006 /T    9.8976    0.000000   1.0530391   113.18191   14.237155         n.a.     n.a.
 2023-10-05      216.86219  -9.94728    8.884   6.485  3.54227591741624  11.2320217   26.9405 /T    9.7039    0.000000   1.0542412   113.04986   13.967809         n.a.     n.a.
 2023-10-06      217.25641 -10.11255    8.880   6.478  3.54870732661208  11.0389989   26.3803 /T    9.5096    0.000000   1.0554160   112.91729   13.698176         n.a.     n.a.
 2023-10-07      217.65166 -10.27711    8.876   6.471  3.55502677493332  10.8443171   25.8201 /T    9.3147    0.000000   1.0565610   112.78420   13.428240         n.a.     n.a.
 2023-10-08      218.04792 -10.44094    8.872   6.463  3.56123330462168  10.6479798   25.2599 /T    9.1191    0.000000   1.0576741   112.65057   13.158000         n.a.     n.a.
 2023-10-09      218.44519 -10.60404    8.868   6.456  3.56732596337143  10.4500015   24.6997 /T    8.9231    0.000000   1.0587536   112.51639   12.887467         n.a.     n.a.
 2023-10-10      218.84346 -10.76638    8.864   6.448  3.57330380948297  10.2504041   24.1394 /T    8.7264    0.000000   1.0597977   112.38167   12.616652         n.a.     n.a.
 2023-10-11      219.24271 -10.92797    8.859   6.440  3.57916591586568  10.0492164   23.5791 /T    8.5293    0.000000   1.0608047   112.24638   12.345575         n.a.     n.a.
 2023-10-12      219.64294 -11.08878    8.854   6.432  3.58491137430786   9.8464754   23.0188 /T    8.3316    0.000000   1.0617730   112.11052   12.074261         n.a.     n.a.
 2023-10-13      220.04413 -11.24881    8.850   6.424  3.59053930100208   9.6422291   22.4585 /T    8.1335    0.000000   1.0627009   111.97410   11.802747         n.a.     n.a.
 2023-10-14      220.44628 -11.40804    8.845   6.416  3.59604884382273   9.4365397   21.8982 /T    7.9349    0.000000   1.0635869   111.83711   11.531085         n.a.     n.a.
 2023-10-15      220.84936 -11.56646    8.839   6.408  3.60143919132228   9.2294863   21.3380 /T    7.7358    0.000000   1.0644295   111.69955   11.259343         n.a.     n.a.
 2023-10-16      221.25337 -11.72405    8.834   6.399  3.60670958289126   9.0211658   20.7778 /T    7.5364    0.000000   1.0652274   111.56142   10.987606         n.a.     n.a.
 2023-10-17      221.65829 -11.88081    8.828   6.391  3.61185931911159   8.8116929   20.2177 /T    7.3366    0.000000   1.0659796   111.42275   10.715975         n.a.     n.a.
 2023-10-18      222.06410 -12.03671    8.822   6.382  3.61688777113109   8.6011967   19.6577 /T    7.1364    0.000000   1.0666858   111.28354   10.444562         n.a.     n.a.
 2023-10-19      222.47079 -12.19176    8.816   6.374  3.62179438794593   8.3898168   19.0979 /T    6.9359    0.000000   1.0673461   111.14380   10.173484         n.a.     n.a.
 2023-10-20      222.87835 -12.34593    8.810   6.365  3.62657870072535   8.1776971   18.5382 /T    6.7351    0.000000   1.0679612   111.00356   9.9028601         n.a.     n.a.
 2023-10-21      223.28676 -12.49921    8.804   6.356  3.63124032356586   7.9649797   17.9787 /T    6.5341    0.000000   1.0685327   110.86283   9.6327970         n.a.     n.a.
 2023-10-22      223.69601 -12.65160    8.797   6.347  3.63577895011968   7.7517967   17.4195 /T    6.3328    0.000000   1.0690627   110.72164   9.3633868         n.a.     n.a.
 2023-10-23      224.10608 -12.80308    8.790   6.337  3.64019434533189   7.5382611   16.8605 /T    6.1313    0.000000   1.0695543   110.58000   9.0946937         n.a.     n.a.
 2023-10-24      224.51695 -12.95364    8.783   6.328  3.64448633122164   7.3244554   16.3019 /T    5.9297    0.000000   1.0700110   110.43792   8.8267434         n.a.     n.a.
 2023-10-25      224.92863 -13.10327    8.776   6.319  3.64865476570218   7.1104194   15.7436 /T    5.7280    0.000000   1.0704370   110.29541   8.5595097         n.a.     n.a.
 2023-10-26      225.34109 -13.25196    8.769   6.309  3.65269951441689   6.8961386   15.1858 /T    5.5261    0.000000   1.0708366   110.15245   8.2929054         n.a.     n.a.
 2023-10-27      225.75434 -13.39971    8.761   6.299  3.65662041772880   6.6815398   14.6284 /T    5.3243    0.000000   1.0712139   110.00905   8.0267795         n.a.     n.a.
 2023-10-28      226.16835 -13.54650    8.753   6.289  3.66041725775857   6.4664966   14.0717 /T    5.1225    0.000000   1.0715718   109.86519   7.7609278         n.a.     n.a.
 2023-10-29      226.58314 -13.69234    8.745   6.279  3.66408973217593   6.2508468   13.5156 /T    4.9207    0.000000   1.0719125   109.72084   7.4951159         n.a.     n.a.
 2023-10-30      226.99868 -13.83721    8.737   6.269  3.66763744067179   6.0344176   12.9603 /T    4.7190    0.000000   1.0722363   109.57598   7.2291087         n.a.     n.a.
 2023-10-31      227.41498 -13.98110    8.728   6.258  3.67105988644025   5.8170514   12.4059 /T    4.5176    0.000000   1.0725423   109.43061   6.9626978         n.a.     n.a.
 2023-11-01      227.83203 -14.12401    8.719   6.247  3.67435649035463   5.5986230   11.8526 /T    4.3164    0.000000   1.0728288   109.28469   6.6957185         n.a.     n.a.
 2023-11-02      228.24982 -14.26593    8.710   6.237  3.67752661232632   5.3790467   11.3007 /T    4.1155    0.000000   1.0730933   109.13823   6.4280547         n.a.     n.a.
 2023-11-03      228.66834 -14.40685    8.701   6.225  3.68056957386652   5.1582741   10.7503 /T    3.9151    0.000000   1.0733333   108.99121   6.1596327         n.a.     n.a.
 2023-11-04      229.08759 -14.54676    8.691   6.214  3.68348467756072   4.9362867   10.2018 /T    3.7153    0.000000   1.0735463   108.84365   5.8904106         n.a.     n.a.
 2023-11-05      229.50755 -14.68565    8.681   6.203  3.68627122156159   4.7130863    9.6556 /T    3.5163    0.000000   1.0737302   108.69552   5.6203675         n.a.     n.a.
 2023-11-06      229.92821 -14.82352    8.671   6.191  3.68892850916841   4.4886877    9.1122 /T    3.3183    0.000000   1.0738828   108.54685   5.3494940         n.a.     n.a.
 2023-11-07      230.34956 -14.96036    8.660   6.179  3.69145585469591   4.2631136    8.5723 /T    3.1214    0.000000   1.0740023   108.39762   5.0777871         n.a.     n.a.
 2023-11-08      230.77158 -15.09614    8.649   6.167  3.69385258727472   4.0363926    8.0366 /T    2.9260    0.000000   1.0740869   108.24785   4.8052479         n.a.     n.a.
 2023-11-09      231.19426 -15.23088    8.638   6.155  3.69611805424801   3.8085595    7.5061 /T    2.7326    0.000000   1.0741347   108.09753   4.5318833         n.a.     n.a.
 2023-11-10      231.61759 -15.36455    8.627   6.142  3.69825162564091   3.5796586    6.9823 /T    2.5415    0.000000   1.0741439   107.94668   4.2577091         n.a.     n.a.
 2023-11-11      232.04155 -15.49714    8.615   6.129  3.70025270085000   3.3497482    6.4668 /T    2.3535    0.000000   1.0741125   107.79531   3.9827558         n.a.     n.a.
 2023-11-12      232.46612 -15.62866    8.603   6.117  3.70212071819803   3.1189056    5.9620 /T    2.1694    0.000000   1.0740385   107.64342   3.7070742         n.a.     n.a.
